CollectDate,Year,Month,LabSampleNum,Locator,Depth,Parameter,Value,Units,Qualifier,MDL,RDL,Text,Value_orig,det_Flag
2016-09-12T15:34:00Z,2016,9,L65993-10,SFK_SNQ,NA,Total Phosphorus,0.0903,mg/L,,0.005,0.01,,0.0903,FALSE
2016-06-13T17:11:00Z,2016,6,L65570-6,TOLT_MTH,NA,"Conductivity, Field",45.2,umhos/cm,,0.5,10,,45.2,FALSE
2005-08-30T17:13:00Z,2005,8,L36692-4,HARRIS_1,NA,"Dissolved Oxygen, Field",9.1,mg/L,,0.5,1,,9.1,FALSE
2005-12-01T16:36:00Z,2005,12,L37678-14,PATTER_3,NA,"pH, Field",7,pH,,NA,NA,,7,FALSE
2015-04-06T17:43:00Z,2015,4,L62507-4,HARRIS_1,NA,"Dissolved Oxygen, Field",11.6,mg/L,,0.5,1,,11.6,FALSE
2022-04-18T16:55:00Z,2022,4,L78941-4,RAGING_MTH,NA,Ammonia Nitrogen,0.002,mg/L,<MDL,0.002,0.01,,NA,TRUE
2020-11-23T21:37:00Z,2020,11,L75834-9,RAGING_MTH,NA,"Conductivity, Field",43,umhos/cm,,0.5,10,,43,FALSE
2017-10-23T14:46:00Z,2017,10,L68756-12,NFK_SNQ,NA,"Conductivity, Field",22,umhos/cm,,0.5,10,,22,FALSE
2021-02-22T17:05:00Z,2021,2,L76383-9,RAGING_MTH,NA,Turbidity,113,NTU,,0.2,0.5,,113,FALSE
2012-07-17T18:01:00Z,2012,7,L55951-7,GRIFFIN,NA,"Conductivity, Field",69.2,umhos/cm,,0.5,10,,69.2,FALSE
2013-06-17T16:44:00Z,2013,6,L58014-10,SFK_SNQ,NA,Nitrite + Nitrate Nitrogen,0.111,mg/L,,0.01,0.04,,0.111,FALSE
2021-06-21T15:15:00Z,2021,6,L77079-14,SFK_SNQ,NA,"Dissolved Oxygen, Field",10.8,mg/L,,0.5,1,,10.8,FALSE
2019-12-16T17:37:00Z,2019,12,L73748-10,SFK_SNQ,NA,Total Suspended Solids,2.4,mg/L,,0.5,1,,2.4,FALSE
2011-11-28T21:02:00Z,2011,11,L54564-10,SFK_SNQ,NA,Total Phosphorus,0.0294,mg/L,,0.005,0.01,,0.0294,FALSE
