CollectDate,Year,Month,LabSampleNum,Locator,Depth,Parameter,Value,Units,Qualifier,MDL,RDL,Text,Value_orig,det_Flag
2011-07-06T18:03:00Z,2011,7,L53554-1,VA12A,NA,E. coli,50,CFU/100ml,,NA,NA,,50,FALSE
2019-11-13T16:14:00Z,2019,11,L73653-7,VA42A,NA,Turbidity,1.61,NTU,,0.2,0.5,,1.61,FALSE
2016-05-11T14:56:00Z,2016,5,L65370-2,VA41A,NA,"Dissolved Oxygen, Field",11.2,mg/L,,0.5,1,,11.2,FALSE
2016-12-14T15:55:00Z,2016,12,L66686-3,VA37A,NA,Total Nitrogen,1.99,mg/L,,0.05,0.1,,1.99,FALSE
2018-06-13T16:22:00Z,2018,6,L70256-1,VA12A,NA,Nitrite + Nitrate Nitrogen,0.789,mg/L,,0.01,0.04,,0.789,FALSE
2013-06-04T22:41:00Z,2013,6,L58013-4,VA65A,NA,Nitrite + Nitrate Nitrogen,1.06,mg/L,,0.01,0.04,,1.06,FALSE
2018-02-14T16:43:00Z,2018,2,L69509-7,VA42A,NA,Ammonia Nitrogen,0.014,mg/L,,0.002,0.01,,0.014,FALSE
2021-03-10T15:28:00Z,2021,3,L76520-3,VA37A,NA,Total Nitrogen,1.65,mg/L,,0.05,0.1,,1.65,FALSE
2017-03-15T14:41:00Z,2017,3,L67274-3,VA37A,NA,Total Alkalinity,9.47,mg CaCO3/L,,1,5,,9.47,FALSE
2022-04-12T15:57:00Z,2022,4,L78936-6,VA65A,NA,Nitrite + Nitrate Nitrogen,1.75,mg/L,,0.01,0.04,,1.75,FALSE
2013-03-05T21:34:00Z,2013,3,L57469-5,VA42A,NA,Total Phosphorus,0.0286,mg/L,,0.005,0.01,,0.0286,FALSE
2016-09-14T15:04:00Z,2016,9,L66017-4,VA45A,NA,Fecal Coliform,2,CFU/100ml,,NA,NA,,2,FALSE
2007-08-07T16:19:00Z,2007,8,L43408-7,VA65A,NA,Temperature,13.5,deg C,,NA,NA,,13.5,FALSE
2009-08-04T17:08:00Z,2009,8,L48676-3,VA42A,NA,Orthophosphate Phosphorus,0.0437,mg/L,,0.002,0.005,,0.0437,FALSE
2007-11-06T15:46:00Z,2007,11,L44457-4,VA41A,NA,Storm Or Non-Storm,NA,none,,NA,NA,N,NA,TRUE
2009-05-05T16:40:00Z,2009,5,L47987-5,VA65A,NA,Total Suspended Solids,100,mg/L,,1.3,2.5,,100,FALSE
2021-02-10T15:51:00Z,2021,2,L76382-3,VA37A,NA,Ammonia Nitrogen,0.0151,mg/L,,0.002,0.01,,0.0151,FALSE
