Year,AMES_1,SNQDUVALL,RAGING_MTH,TOLT_MTH,PATTER_3,HARRIS_1,GRIFFIN,NFK_SNQ,SFK_SNQ,CHERRY_1,A620,0631,A632,0456A,A685,A631,0484,N484,0438,0442,B484,A499,A438,S484,0446,C484,A690,0444,J484,X438,C446,0498,A456,0632,0456,0484A,N484A,KTHA01,S478,A617,A432,0430,D474,0450CC,KTHA03,B499,A680,0474,0440,0478,KSHZ06,0470,KTHA02,0434,BB470,A670,X630,0486,A630,A687,D444,0450,A315,3106,0321,C320,D320,LSIN9,B319,LSIN1,C370,0322,G320,0311,0317,A319,FF321,A320,0305,J370,0309,0307,F321,0308,BSE_1MUDMTNRD,VA12A,VA65A,VA45A,VA37A,VA41A,VA42A,VA23A
2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5458826,0.8317041000000001,0.2622449,NA,1.356102,1.027767,0.6443273,0.7969944,NA,0.4133234,0.31439135,2.1159630000000003,0.22130750000000002,0.5790223999999999,1.140339,0.7594704,1.890819,0.6375044000000001,0.5780476999999999,0.2476244,1.252911,0.7350798000000001,NA,NA,0.5478320000000001,NA,NA,1.4921265000000001,NA,0.75712515,1.121577,1.130958,0.8654757000000001,NA,1.384245,NA,0.47619155,0.7660371000000001,0.9902430000000001,0.8204469000000001,1.468674,0.6521249,1.5343410000000002,1.196625,0.8973711000000001,NA,0.9358332,0.1540532,NA,NA,0.9029997000000001,0.5419838,0.4874006,0.4133234,0.7538418000000001,0.70740585,1.2106965,NA,0.19547795,NA,1.112196,1.553103,0.2388521,0.40942459999999997,0.4864259,0.33047390000000004,NA,0.9048759000000001,0.33729679999999995,1.187244,0.3675125,0.2992835,0.66800565,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4825271,0.7566561,0.1443062,NA,1.3138874999999999,0.94005465,0.5731742,0.8260755000000001,NA,0.5595283999999999,0.30854315,2.1159630000000003,0.2281304,0.47814095,1.2576015,0.7266369,1.862676,0.5926682,0.4885513,0.2690678,1.1356484999999998,0.69990105,NA,NA,0.4445138,NA,NA,1.2904350000000002,NA,0.45133670000000004,1.121577,1.046529,0.8739186000000001,NA,1.393626,NA,0.2836883,0.7782324000000002,0.9677286,0.79464915,1.327959,0.6694128,1.356102,1.140339,1.0606005,NA,1.0371480000000002,0.0809507,NA,NA,0.90534495,0.4172222,0.5955923,0.31097990000000003,0.7013082,0.6209345000000001,1.299816,NA,0.22423160000000003,NA,0.7885515,1.9752479999999997,0.41088665,0.3392462,0.4055258,0.3061064,NA,0.8757948000000001,0.30366965,1.140339,0.37189865,0.3187775,0.6082634,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.499097,0.7144416,0.12627425,NA,1.468674,0.7402393500000001,0.5468573,0.8063754000000001,NA,0.43086800000000003,0.3226763,2.1581775,0.2076617,0.49519820000000003,1.299816,0.5527055,1.8814380000000002,0.5429585000000001,0.3246257,0.2086364,1.168482,0.7341417000000001,NA,NA,0.3714113,NA,NA,1.318578,0.7998087,0.44061500000000003,1.1028149999999999,1.1168865000000001,0.8542185000000001,NA,1.3607925,NA,0.22618100000000002,0.77213475,0.9808620000000001,0.6769176000000001,1.374864,0.7857372,1.393626,1.0371480000000002,0.9808620000000001,NA,0.41965895,0.04089053,NA,NA,0.8471827500000001,0.4571849,0.5215151,0.32023955000000004,0.6844224,0.6834843,1.01604075,NA,0.1842689,NA,0.9691357500000001,1.5953175000000002,0.11360315,0.29343530000000007,0.52102775,0.22959245,NA,0.8626614000000001,0.31244195,1.187244,0.27881480000000003,0.32316365,0.56781335,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.61654835,0.7482132,0.20230085,NA,1.2622920000000002,0.7632228000000001,0.46741924999999995,0.8448375000000001,NA,0.44402645,0.24811175000000002,2.144106,0.1842689,0.5137175,1.224768,0.6360423500000001,1.984629,0.5283380000000001,0.29051119999999997,0.24421295000000004,1.121577,0.60485195,NA,NA,0.44061500000000003,NA,NA,1.3279590000000001,0.8340493500000001,0.65780815,1.346721,1.1168865000000001,0.8237302500000001,NA,1.318578,NA,0.2700425,0.7908967499999999,1.1497199999999999,0.7079897500000001,1.4311500000000001,0.6844224,1.5155790000000002,1.0652910000000002,1.0559100000000001,NA,0.8692281000000001,0.1491797,NA,NA,0.7453989000000001,0.42307039999999996,0.48301445000000004,0.37628480000000003,0.6741033,0.8448375,1.2763635,NA,0.21984545,NA,0.8326422,1.721961,0.13504655,0.3714113,0.4172222,0.265169,NA,0.94099275,0.28709975,1.093434,0.3382715,0.31049255,0.5741489,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.59315555,0.4425644,0.7210083,0.2495738,NA,1.356102,0.905814,0.4688813,0.8940877500000002,NA,0.3831077,0.2524979,2.1675585,0.1745219,0.4367162,1.159101,0.6750414,2.022153,0.40796255000000003,0.3909053,0.1881677,1.0559100000000001,0.78245385,NA,NA,0.38115829999999995,NA,NA,1.4030070000000001,0.7669752000000001,0.5527055,1.1262675,1.018386,0.7266369,NA,1.33734,NA,0.25542200000000004,0.6956796000000001,0.971481,0.63890935,1.384245,0.5566043,1.356102,0.9456832500000001,0.7482132000000001,NA,0.8110659,0.1053182,NA,NA,0.8251374,0.31195459999999997,0.22618100000000002,0.2690678,0.6404285000000001,0.7294512000000001,1.196625,NA,0.1521038,NA,0.8363946000000001,1.496817,0.1910918,0.2875871,0.4259945,0.2398268,NA,0.9611619,0.31146725,0.9278593500000001,0.2934353,0.30756845,0.5453952500000001,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.55416755,0.7904277,0.1560026,NA,1.2904350000000002,0.8917425000000001,0.56001575,0.9902430000000001,NA,0.5361356,0.2222822,2.209773,0.2291051,0.4123487,1.084053,0.6891129,2.134725,0.4542608,0.42160834999999997,0.24518765,1.018386,1.0559100000000001,NA,NA,0.42355774999999996,NA,NA,1.440531,0.9255141,0.6340929500000001,1.252911,0.9902430000000001,0.7782324,NA,1.365483,NA,0.3392462,0.7106892,1.0981245,0.616061,1.468674,0.5429585,1.4311500000000001,0.9302046,0.9137878500000001,NA,0.9456832500000001,0.04527668000000001,NA,NA,0.8908044,0.39967759999999997,0.43086800000000003,0.43330475,0.7721347500000001,0.802623,1.1872440000000002,NA,0.24275090000000005,NA,0.7238226000000001,1.8439140000000003,0.187193,0.43720355,0.5010464,0.343145,NA,1.0793625000000002,NA,0.93348795,0.44110235,NA,0.6053393,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4708307,0.8270136,0.3178028,NA,1.112196,0.915195,0.606314,0.971481,NA,0.58682,0.2895365,2.247297,0.2437256,0.39675350000000004,1.0090050000000002,0.71772495,2.2519875000000003,0.5029958,0.4074752,0.2310545,1.187244,0.7810467000000001,NA,NA,0.48788795,NA,NA,1.5484125,0.93724035000000006,0.7716657000000001,1.177863,1.074672,0.7763562,NA,1.4546025,NA,0.3382715,0.746337,1.2341490000000002,0.73179645,1.581246,0.50445785,1.590627,1.0652910000000002,0.9902430000000001,NA,1.0230765000000002,0.09488890999999999,NA,NA,0.7707276000000001,0.4805777,0.26858045,0.44938730000000005,0.7575942000000001,0.91191165,1.252911,NA,0.2583461,NA,0.94755945,1.9893195000000001,0.22082015,0.44061500000000003,0.4835018,0.3645884,NA,1.0793625,NA,1.0652910000000002,0.4445138,NA,0.6375044000000001,NA,NA,1.384245,1.112196,4.362712500000001,2.153487,1.5296505,0.905814,1.3607925
2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.431,0.7484999999999999,0.2115,NA,1.28,0.889,0.504,0.86,NA,0.422,0.268,2.295,0.1785,0.425,1.08,0.642,2.115,0.563,0.292,0.2005,1.2,0.917,NA,NA,0.408,NA,NA,1.51,0.91,0.752,1.4249999999999998,1.08,0.7675000000000001,0.09735,1.4,NA,0.34450000000000003,0.741,1.03,0.621,1.53,0.587,1.585,1.105,0.898,NA,0.767,0.03,NA,NA,0.7925,0.33999999999999997,0.297,0.40149999999999997,0.718,0.787,1.2,NA,0.196,NA,0.805,2.025,0.0954,0.3565,0.464,0.27949999999999997,NA,0.981,NA,1.11,0.355,NA,0.654,NA,NA,0.924,1.6800000000000002,1.305,1.37,1,0.974,0.871
2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4175,0.6799999999999999,0.1455,NA,1.34,0.8465,0.495,0.83,NA,0.698,0.232,2.315,0.127,0.428,1.01,0.6639999999999999,2.035,0.516,0.2715,0.212,1.07,0.8654999999999999,NA,NA,0.453,NA,NA,1.46,0.8734999999999999,0.6555,1.17,1.01,0.718,NA,1.33,NA,0.27749999999999997,0.7275,0.9179999999999999,0.653,1.49,0.7095,1.5150000000000001,0.955,0.967,NA,0.944,0.1535,NA,NA,0.778,0.3435,0.224,0.3415,0.767,0.5375000000000001,1.06,NA,0.1745,NA,0.863,1.64,0.183,0.312,0.431,0.2645,NA,0.923,NA,0.946,0.3185,NA,0.6545000000000001,NA,NA,0.8109999999999999,1.33,1.385,NA,0.9319999999999999,0.807,NA
2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.655,NA,NA,NA,NA,0.4445,NA,0.2365,NA,NA,NA,NA,NA,0.968,NA,NA,NA,NA,0.518,NA,NA,NA,NA,NA,NA,NA,1.56,NA,NA,NA,1.0145,NA,0.22949999999999998,NA,NA,0.292,0.687,0.99,0.6435,1.41,0.643,NA,0.891,NA,NA,NA,0.1045,NA,NA,NA,NA,NA,0.42800000000000005,NA,NA,1.245,NA,0.2025,NA,NA,1.81,NA,NA,0.393,NA,NA,0.9855,NA,NA,NA,NA,NA,NA,NA,0.783,1.33,1.72,NA,0.879,0.968,NA
2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5934999999999999,NA,NA,NA,NA,0.422,NA,0.237,NA,NA,NA,NA,NA,0.894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.55,NA,NA,NA,0.9065000000000001,NA,0.226,NA,NA,0.3145,0.594,0.749,0.5974999999999999,1.48,0.624,NA,0.884,NA,NA,NA,0.133,NA,NA,NA,NA,NA,0.45799999999999996,NA,NA,1.07,NA,0.2135,NA,NA,1.755,NA,NA,0.438,NA,NA,0.8565,NA,NA,NA,NA,NA,NA,NA,0.788,1.15,3.26,NA,1.0534999999999999,0.842,NA
2011,0.551,0.264,0.273,0.276,0.716,0.538,0.279,0.21,0.275,0.395,NA,0.6515,NA,NA,NA,NA,0.4635,NA,0.2125,NA,NA,NA,NA,NA,1.185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.63,NA,NA,NA,1.06,NA,0.2295,NA,NA,0.3715,0.741,1.025,0.75,1.645,0.603,NA,1.05,NA,NA,NA,0.16,NA,NA,NA,NA,NA,0.324,NA,NA,1.085,NA,0.157,NA,NA,1.57,NA,NA,0.549,NA,NA,0.8999999999999999,NA,NA,NA,NA,NA,NA,NA,0.8705,NA,2.0300000000000002,NA,0.989,0.9099999999999999,NA
2012,0.5720000000000001,0.20650000000000002,0.4635,0.2705,0.6755,0.52,0.3155,0.22999999999999998,0.34950000000000003,0.52,NA,0.644,NA,NA,NA,NA,0.4195,NA,0.196,NA,NA,NA,NA,NA,0.9955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.49,NA,NA,NA,1.01,NA,0.1815,NA,NA,0.29500000000000004,0.653,0.846,0.671,1.5750000000000002,0.494,NA,0.9455,NA,NA,NA,0.08574999999999999,NA,NA,NA,NA,NA,0.36,NA,NA,1.06,NA,0.21,NA,NA,1.49,NA,NA,0.45799999999999996,NA,NA,0.7675000000000001,NA,NA,NA,NA,NA,NA,NA,0.794,NA,2.46,NA,0.993,0.888,NA
2013,0.4875,0.21150000000000002,0.3785,0.258,0.6815,0.49150000000000005,0.33399999999999996,0.207,0.3175,0.3355,0.406,0.648,NA,NA,1.44,0.67,0.4365,0.639,0.1925,0.4,0.24,NA,NA,NA,1.06,0.488,NA,0.275,NA,NA,NA,NA,NA,NA,0.394,NA,NA,1.565,NA,0.604,1.29,0.987,NA,0.178,1.4,NA,0.344,0.6930000000000001,0.834,0.713,1.585,0.4625,NA,0.9915,NA,NA,0.868,0.11095,NA,NA,NA,NA,0.32,0.33299999999999996,0.775,0.529,1.295,NA,0.172,NA,1.03,1.755,0.151,NA,0.5255000000000001,NA,NA,0.928,NA,NA,NA,NA,0.686,NA,NA,NA,1.01,NA,NA,NA,0.843,NA
2014,0.5865,0.23099999999999998,0.366,0.239,0.694,0.6325000000000001,0.3265,0.20350000000000001,0.298,0.504,0.48450000000000004,0.6915,0.208,NA,1.0750000000000002,0.7184999999999999,0.486,0.6685000000000001,0.172,0.7345,0.2835,2.17,0.154,0.303,1.0035,0.6625,2.28,0.291,NA,NA,NA,NA,NA,NA,0.431,NA,NA,1.52,1.16,0.789,1.17,0.9764999999999999,0.597,0.20600000000000002,1.355,NA,0.376,0.657,0.8815,0.8355,1.53,0.5545,1.3,0.923,0.678,1.04,1.155,0.10874999999999999,NA,NA,NA,NA,0.3075,0.3065,0.7985,0.4495,1.1,0.615,0.158,0.085,0.8965,1.565,0.20350000000000001,0.334,0.4095,0.267,NA,0.7955,NA,NA,NA,NA,0.725,NA,0.901,0.822,1.3050000000000002,2.88,1.35,1.06,0.9295,NA
2015,0.4495,0.304,0.5675,0.3245,0.739,0.698,0.5025,0.2775,0.3775,0.74,0.4765,0.655,0.14200000000000002,NA,1.255,0.7175,0.495,0.529,0.2025,0.5365,0.2965,2.205,0.182,0.472,1.17,0.583,2.32,0.194,0.361,NA,NA,NA,NA,NA,0.374,NA,NA,1.5750000000000002,0.83,0.638,1.435,1.024,0.8454999999999999,0.2395,1.38,NA,0.332,0.7175,1.125,0.642,1.5150000000000001,0.4585,1.54,0.9535,0.8465,1.125,0.718,0.068,NA,NA,NA,NA,0.346,0.40900000000000003,0.863,0.6719999999999999,1.1135,0.436,0.2375,0.01,1.0065,1.5,0.182,0.40900000000000003,0.532,0.323,NA,0.94,NA,NA,NA,NA,0.7775000000000001,NA,0.588,0.8885000000000001,1.49,1.13,1.4649999999999999,0.9530000000000001,0.9195,NA
2016,0.4585,0.218,0.269,0.214,0.714,0.537,0.332,0.254,0.296,0.454,0.452,0.6194999999999999,0.123,0.3475,1.35,0.7010000000000001,0.536,0.782,0.216,0.41500000000000004,0.297,2.26,0.17,0.394,1.09,0.748,2.28,0.223,0.873,NA,NA,NA,NA,NA,0.34650000000000003,NA,NA,1.5350000000000001,0.788,0.64,1.155,0.933,0.8494999999999999,0.29100000000000004,1.32,NA,0.334,0.7665,1.0355,0.635,1.5,0.5155,1.53,0.9319999999999999,0.772,0.8574999999999999,0.6305000000000001,0.119,NA,NA,NA,NA,0.29,0.3845,0.862,0.906,1.0145,0.442,0.192,0.01,0.806,1.62,0.1105,0.3815,0.4225,0.24,NA,0.847,NA,NA,NA,NA,0.766,NA,0.538,0.9804999999999999,1.61,1.387,1.645,1.06,1.08,NA
2017,0.4665,0.217,0.4605,0.209,0.729,0.553,0.342,0.213,0.258,0.451,0.4525,0.678,0.192,0.392,0.9664999999999999,0.764,0.478,0.722,0.23,0.413,0.2815,2.2,0.143,0.316,1.03,0.6265000000000001,2.06,0.203,NA,NA,NA,NA,NA,0.0668,NA,NA,NA,1.56,0.829,0.687,0.998,0.878,0.875,0.266,1.32,0.924,0.314,0.806,0.947,0.682,1.54,0.48,1.585,0.854,0.779,0.89,1.04,0.1405,NA,NA,NA,NA,0.34950000000000003,0.375,0.7475,0.554,0.894,0.347,0.235,0.0747,0.9584999999999999,1.51,0.139,0.373,0.369,0.28,0.643,0.7444999999999999,NA,NA,NA,NA,0.711,NA,0.473,0.8625,1.3450000000000002,1.48,1.55,0.819,0.878,NA
2018,0.471,0.162,0.309,0.166,0.618,0.474,0.256,0.214,0.279,0.283,0.44,0.5415,NA,0.3995,1.4,0.587,0.389,0.724,0.191,0.278,0.239,2.18,0.152,0.301,0.845,0.569,2.06,0.2185,NA,NA,NA,NA,NA,0.14400000000000002,NA,NA,0.5245,1.47,0.769,0.5934999999999999,1.0475,0.813,0.6725000000000001,0.2185,1.28,0.673,0.284,0.659,0.746,0.6315,1.46,0.4355,1.5,0.834,0.683,0.571,0.5515,0.0654,NA,NA,NA,NA,0.3,0.251,0.699,0.759,0.83,0.271,0.14,0.01,0.914,1.24,0.095,0.252,0.467,0.218,0.589,0.758,NA,NA,NA,NA,0.5825,NA,0.4305,0.7435,1.25,0.8945000000000001,1.39,0.719,0.738,NA
2019,0.458,0.191,0.415,0.214,0.545,0.49,0.273,0.184,0.243,0.277,0.406,0.529,NA,0.355,1.355,0.629,0.3925,0.592,0.15000000000000002,0.261,0.2445,2.1500000000000004,0.134,0.29500000000000004,0.87,0.517,1.745,0.2205,NA,NA,NA,NA,0.325,0.124,NA,NA,NA,1.39,0.797,0.463,1.07,0.756,0.763,0.136,1.22,0.5854999999999999,0.2,0.653,0.812,0.571,1.37,0.356,1.43,0.76,0.694,0.7150000000000001,0.55,0.03855,NA,1.39,NA,NA,0.263,0.324,0.803,0.5605,0.847,0.27149999999999996,0.1615,0.022,0.704,1.065,0.0784,0.314,0.409,0.21,0.58,0.774,NA,NA,NA,NA,NA,NA,0.572,0.715,1.08,0.859,1.29,0.6505000000000001,0.61,NA
2020,0.3905,0.163,0.352,0.22199999999999998,0.687,0.567,0.355,0.252,0.342,0.511,0.402,0.6575,NA,NA,1.06,0.7035,0.439,0.5195,0.181,0.387,0.241,2.17,0.165,0.305,0.809,0.4425,2.17,0.2,NA,NA,NA,NA,0.257,0.09615,NA,NA,NA,1.355,0.8365,0.5135000000000001,1.05,0.835,0.6659999999999999,0.2245,1.2349999999999999,0.515,0.199,0.6225,0.596,0.6115,1.355,0.375,1.38,0.715,0.62,0.6625000000000001,0.875,0.0728,NA,1.43,NA,NA,0.27549999999999997,0.27949999999999997,0.8085,0.692,0.646,0.28,0.208,0.035,0.755,1.28,0.103,0.277,0.328,0.228,0.663,0.7135,NA,NA,NA,NA,NA,NA,0.537,0.8075000000000001,1.28,0.8805000000000001,1.395,0.6845,0.7605,NA
2021,0.3735,0.158,0.401,0.188,0.455,0.49350000000000005,0.386,0.233,0.277,0.401,0.425,0.441,NA,NA,1.245,0.553,0.647,0.437,0.167,0.301,0.2205,2.175,0.1405,0.244,0.933,0.5,2.065,0.1465,NA,NA,NA,NA,0.2825,0.089,NA,0.317,NA,1.43,0.799,0.501,1.065,0.8365,0.657,0.216,1.28,0.5515,0.243,0.583,0.7515000000000001,0.691,1.44,0.3865,1.45,0.75,0.7210000000000001,0.614,0.4,0.0824,NA,1.45,NA,NA,0.247,0.29,0.784,0.588,0.9245,0.236,0.158,0.01,0.695,1.05,0.1116,0.294,0.316,0.252,0.695,0.812,NA,NA,NA,NA,NA,NA,0.3795,0.8394999999999999,1.68,1.4489999999999998,1.4649999999999999,0.812,0.797,NA
2022,0.4095,0.212,0.192,0.207,0.59,0.476,0.33499999999999996,0.243,0.265,0.263,0.357,0.451,NA,NA,1.21,0.4905,NA,0.353,0.16649999999999998,0.3255,0.227,2.18,0.159,0.325,0.841,0.414,2.15,0.103,NA,NA,NA,NA,0.34,0.1046,NA,0.249,NA,1.42,0.763,0.492,1,0.778,0.6855,0.1805,1.23,0.473,0.241,0.6685000000000001,0.58,0.575,1.4,0.47,1.46,0.674,0.592,0.6335,0.5745,0.0426,NA,1.35,NA,NA,0.182,0.30100000000000005,0.754,0.581,0.8265,0.2995,0.17149999999999999,0.017,0.631,0.9795,0.147,0.3055,0.2575,0.232,0.578,0.73,NA,NA,NA,NA,NA,NA,0.376,0.782,1.4,0.9964999999999999,1.385,0.6295,0.773,NA
2023,0.42300000000000004,0.271,0.5375000000000001,0.2635,0.533,0.391,0.506,0.241,0.273,0.4,0.653,0.704,NA,NA,0.7,0.726,NA,0.654,0.277,0.5660000000000001,0.157,2.16,0.256,0.207,0.818,0.664,1.74,0.334,NA,NA,NA,NA,0.451,0.1525,NA,0.546,NA,1.47,0.905,0.545,0.848,0.946,0.573,0.282,1.25,0.559,0.275,0.553,0.521,0.849,1.44,0.584,1.51,0.887,0.634,0.42,0.9135,0.138,NA,1.43,NA,NA,0.277,0.432,0.738,0.426,1.08,0.569,0.199,0.1215,0.725,1.2400000000000002,0.491,0.437,0.22899999999999998,0.332,0.6345000000000001,0.753,NA,NA,NA,NA,NA,NA,0.797,0.693,1,3.18,1.31,0.749,0.709,NA
