site_no	datetime	149551_00060_00003_cd
15s	20d	10s
12213100	4/18/2007	3900
12213100	4/19/2007	3610
12213100	4/20/2007	3380
12213100	4/21/2007	3230
12213100	4/22/2007	3120
12213100	4/23/2007	3140
12213100	4/24/2007	3260
12213100	4/25/2007	4050
12213100	4/26/2007	3920
12213100	4/27/2007	4560
12213100	4/28/2007	11800
12213100	4/29/2007	8280
12213100	4/30/2007	6030
12213100	5/1/2007	5170
12213100	5/2/2007	4920
12213100	5/3/2007	5160
12213100	5/4/2007	4600
12213100	5/5/2007	4220
12213100	5/6/2007	3850
12213100	5/7/2007	3820
12213100	5/8/2007	4840
12213100	5/9/2007	5440
12213100	5/10/2007	4730
12213100	5/11/2007	4400
12213100	5/12/2007	4430
12213100	5/13/2007	4450
12213100	5/14/2007	4120
12213100	5/15/2007	4070
12213100	5/16/2007	4900
12213100	5/17/2007	5160
12213100	5/18/2007	4690
12213100	5/19/2007	4740
12213100	5/20/2007	4800
12213100	5/21/2007	4810
12213100	5/22/2007	4250
12213100	5/23/2007	4020
12213100	5/24/2007	4020
12213100	5/25/2007	4260
12213100	5/26/2007	4460
12213100	5/27/2007	4570
12213100	5/28/2007	4420
12213100	5/29/2007	4000
12213100	5/30/2007	4270
12213100	5/31/2007	5300
12213100	6/1/2007	5860
12213100	6/2/2007	6140
12213100	6/3/2007	6680
12213100	6/4/2007	7980
12213100	6/5/2007	7060
12213100	6/6/2007	6330
12213100	6/7/2007	5200
12213100	6/8/2007	4460
12213100	6/9/2007	4240
12213100	6/10/2007	4990
12213100	6/11/2007	5290
12213100	6/12/2007	4370
12213100	6/13/2007	3840
12213100	6/14/2007	3840
12213100	6/15/2007	3750
12213100	6/16/2007	3800
12213100	6/17/2007	4380
12213100	6/18/2007	5070
12213100	6/19/2007	4170
12213100	6/20/2007	4210
12213100	6/21/2007	4730
12213100	6/22/2007	4550
12213100	6/23/2007	4340
12213100	6/24/2007	3920
12213100	6/25/2007	4270
12213100	6/26/2007	3800
12213100	6/27/2007	3610
12213100	6/28/2007	3820
12213100	6/29/2007	4110
12213100	6/30/2007	4830
12213100	7/1/2007	4250
12213100	7/2/2007	3890
12213100	7/3/2007	3950
12213100	7/4/2007	4260
12213100	7/5/2007	4620
12213100	7/6/2007	4840
12213100	7/7/2007	4400
12213100	7/8/2007	3910
12213100	7/9/2007	3590
12213100	7/10/2007	3760
12213100	7/11/2007	4150
12213100	7/12/2007	4470
12213100	7/13/2007	4450
12213100	7/14/2007	4460
12213100	7/15/2007	4220
12213100	7/16/2007	3770
12213100	7/17/2007	3470
12213100	7/18/2007	3340
12213100	7/19/2007	3440
12213100	7/20/2007	3260
12213100	7/21/2007	3710
12213100	7/22/2007	6450
12213100	7/23/2007	6570
12213100	7/24/2007	5360
12213100	7/25/2007	3830
12213100	7/26/2007	3140
12213100	7/27/2007	2960
12213100	7/28/2007	2750
12213100	7/29/2007	2590
12213100	7/30/2007	2380
12213100	7/31/2007	2150
12213100	8/1/2007	1990
12213100	8/2/2007	1990
12213100	8/3/2007	1980
12213100	8/4/2007	1870
12213100	8/5/2007	1810
12213100	8/6/2007	1820
12213100	8/7/2007	1800
12213100	8/8/2007	1740
12213100	8/9/2007	1660
12213100	8/10/2007	1490
12213100	8/11/2007	1370
12213100	8/12/2007	1350
12213100	8/13/2007	1350
12213100	8/14/2007	1310
12213100	8/15/2007	1400
12213100	8/16/2007	1480
12213100	8/17/2007	1430
12213100	8/18/2007	1290
12213100	8/19/2007	1230
12213100	8/20/2007	1410
12213100	8/21/2007	1270
12213100	8/22/2007	1490
12213100	8/23/2007	1380
12213100	8/24/2007	1310
12213100	8/25/2007	1280
12213100	8/26/2007	1360
12213100	8/27/2007	1350
12213100	8/28/2007	1180
12213100	8/29/2007	1130
12213100	8/30/2007	1260
12213100	8/31/2007	1370
12213100	9/1/2007	1250
12213100	9/2/2007	1120
12213100	9/3/2007	1090
12213100	9/4/2007	1160
12213100	9/5/2007	1170
12213100	9/6/2007	1140
12213100	9/7/2007	1070
12213100	9/8/2007	974
12213100	9/9/2007	912
12213100	9/10/2007	881
12213100	9/11/2007	975
12213100	9/12/2007	1020
12213100	9/13/2007	1010
12213100	9/14/2007	988
12213100	9/15/2007	952
12213100	9/16/2007	881
12213100	9/17/2007	853
12213100	9/18/2007	811
12213100	9/19/2007	770
12213100	9/20/2007	734
12213100	9/21/2007	723
12213100	9/22/2007	783
12213100	9/23/2007	833
12213100	9/24/2007	715
12213100	9/25/2007	677
12213100	9/26/2007	698
12213100	9/27/2007	700
12213100	9/28/2007	1130
12213100	9/29/2007	1210
12213100	9/30/2007	1960
12213100	10/1/2007	8550
12213100	10/2/2007	6670
12213100	10/3/2007	9090
12213100	10/4/2007	6310
12213100	10/5/2007	4720
12213100	10/6/2007	3310
12213100	10/7/2007	3380
12213100	10/8/2007	9610
12213100	10/9/2007	4560
12213100	10/10/2007	3770
12213100	10/11/2007	3950
12213100	10/12/2007	3200
12213100	10/13/2007	2610
12213100	10/14/2007	2270
12213100	10/15/2007	2060
12213100	10/16/2007	2290
12213100	10/17/2007	2280
12213100	10/18/2007	2160
12213100	10/19/2007	5550
12213100	10/20/2007	5950
12213100	10/21/2007	3800
12213100	10/22/2007	7020
12213100	10/23/2007	8550
12213100	10/24/2007	6350
12213100	10/25/2007	6230
