CollectDate,Year,Month,LabSampleNum,Locator,Depth,Parameter,Value,Units,Qualifier,MDL,RDL,Text,Value_orig,det_Flag
2002-11-07T23:46:00Z,2002,11,L24891-6,322,NA,Nitrite + Nitrate Nitrogen,1.196625,mg/L,,0.02,0.04,,1.25,FALSE
2000-02-29T20:32:00Z,2000,2,L17322-7,322,NA,Nitrite + Nitrate Nitrogen,1.5437220000000003,mg/L,,0.02,0.04,,1.62,FALSE
1988-10-11T07:00:00Z,1988,10,8810419,322,1,Orthophosphate Phosphorus,0.05809812069851281,mg/L,,NA,NA,.059||King County Nstream Database/B53311,0.059,FALSE
2013-06-04T17:46:00Z,2013,6,L58012-5,321,NA,Total Suspended Solids,2.8,mg/L,,0.5,1,,2.8,FALSE
2011-01-03T20:28:00Z,2011,1,L52386-5,322,NA,Total Suspended Solids,3.6,mg/L,,0.5,1,,3.6,FALSE
1994-10-31T19:19:00Z,1994,10,L4852-14,321,NA,Nitrite + Nitrate Nitrogen,0.971481,mg/L,,0.05,0.1,,1.01,FALSE
1998-06-23T17:20:00Z,1998,6,L13534-4,321,NA,Nitrite + Nitrate Nitrogen,0.6394538000000001,mg/L,,0.05,0.1,,0.654,FALSE
1994-02-23T19:59:00Z,1994,2,L2970-7,321,NA,Nitrite + Nitrate Nitrogen,1.14972,mg/L,,0.05,0.1,,1.2,FALSE
1996-02-13T17:25:00Z,1996,2,L7782-7,322,NA,Nitrite + Nitrate Nitrogen,2.688204,mg/L,,0.05,0.1,,2.84,FALSE
1992-04-29T07:00:00Z,1992,4,9207304,322,1,Orthophosphate Phosphorus,0.126235268586988,mg/L,,NA,NA,.130||King County Nstream Database/B53311,0.13,FALSE
2021-04-14T17:42:00Z,2021,4,L76706-16,321,NA,Nitrite + Nitrate Nitrogen,0.715,mg/L,,0.01,0.04,,0.715,FALSE
2018-03-14T18:05:00Z,2018,3,L69651-4,321,NA,Nitrite + Nitrate Nitrogen,0.654,mg/L,,0.01,0.04,,0.654,FALSE
1995-04-11T16:35:00Z,1995,4,L5790-13,322,NA,Total Suspended Solids,5.2,mg/L,,0.5,1,,5.2,FALSE
1998-10-13T19:03:00Z,1998,10,L14329-7,322,NA,Nitrite + Nitrate Nitrogen,1.159101,mg/L,,0.02,0.04,,1.21,FALSE
1993-03-09T19:30:00Z,1993,3,L632-7,321,NA,Total Suspended Solids,3,mg/L,,1,2,,3,FALSE
1995-11-14T18:30:00Z,1995,11,L7319-4,321,NA,Orthophosphate Phosphorus,0.02887901208568471,mg/L,,0.002,0.005,,0.0277,FALSE
1979-10-25T07:00:00Z,1979,10,7916064,322,1,Nitrite + Nitrate Nitrogen,1.327959,mg/L,,NA,NA,1.390||King County Nstream Database/RS2,1.39,FALSE
2013-09-04T19:40:00Z,2013,9,L58587-8,322,NA,Total Suspended Solids,1.2,mg/L,,0.5,1,,1.2,FALSE
2002-02-12T19:05:00Z,2002,2,L23319-8,322,NA,Total Suspended Solids,3.1,mg/L,,0.5,1,,3.1,FALSE
2003-01-05T00:05:00Z,2003,1,L26819-11,322,NA,Orthophosphate Phosphorus,0.15859710859867795,mg/L,,0.002,0.005,,0.164,FALSE
2014-04-08T19:05:00Z,2014,4,L60005-8,322,NA,Orthophosphate Phosphorus,0.0517,mg/L,,5e-4,0.002,,0.0517,FALSE
2009-09-08T18:08:00Z,2009,9,L48952-5,322,NA,Nitrite + Nitrate Nitrogen,1.31,mg/L,,0.01,0.04,,1.31,FALSE
2013-08-06T17:39:00Z,2013,8,L58300-5,321,NA,Nitrite + Nitrate Nitrogen,0.823,mg/L,,0.01,0.04,,0.823,FALSE
1998-03-10T18:45:00Z,1998,3,L12825-4,321,NA,Nitrite + Nitrate Nitrogen,0.8598471000000001,mg/L,,0.05,0.1,,0.891,FALSE
2006-08-16T18:12:00Z,2006,8,L40017-4,321,NA,Nitrite + Nitrate Nitrogen,0.7575942000000001,mg/L,,0.02,0.04,,0.782,FALSE
