"","Month","Year_mon","variable","value","Wtr_Year"
"17708","September",Sep 1994,"A631",631.6562,1994
"17709","October",Oct 1994,"A631",621.9092,1995
"17710","November",Nov 1994,"A631",1065.291,1995
"17711","December",Dec 1994,"A631",1562.484,1995
"17712","January",Jan 1995,"A631",1412.388,1995
"17713","February",Feb 1995,"A631",1384.245,1995
"17714","March",Mar 1995,"A631",NA,1995
"17715","April",Apr 1995,"A631",1037.148,1995
"17716","May",May 1995,"A631",895.4949,1995
"17717","June",Jun 1995,"A631",857.9709,1995
"17718","July",Jul 1995,"A631",735.0798,1995
"17719","August",Aug 1995,"A631",753.8418,1995
"17720","September",Sep 1995,"A631",640.4285,1995
"17721","October",Oct 1995,"A631",943.338,1996
"17722","November",Nov 1995,"A631",1872.057,1996
"17723","December",Dec 1995,"A631",1693.818,1996
"17724","January",Jan 1996,"A631",1646.913,1996
"17725","February",Feb 1996,"A631",1656.294,1996
"17726","March",Mar 1996,"A631",1168.482,1996
"17727","April",Apr 1996,"A631",1121.577,1996
"17728","May",May 1996,"A631",971.481,1996
"17729","June",Jun 1996,"A631",849.05895,1996
"17730","July",Jul 1996,"A631",851.87325,1996
"17731","August",Aug 1996,"A631",797.9325,1996
"17732","September",Sep 1996,"A631",706.9368,1996
"17733","October",Oct 1996,"A631",780.1086,1997
"17734","November",Nov 1996,"A631",1065.291,1997
"17735","December",Dec 1996,"A631",1806.39,1997
"17736","January",Jan 1997,"A631",1356.102,1997
"17737","February",Feb 1997,"A631",1224.768,1997
"17738","March",Mar 1997,"A631",1159.101,1997
"17739","April",Apr 1997,"A631",1009.005,1997
"17740","May",May 1997,"A631",922.23075,1997
"17741","June",Jun 1997,"A631",800.7468,1997
"17742","July",Jul 1997,"A631",668.4747,1997
"17743","August",Aug 1997,"A631",731.3274,1997
"17744","September",Sep 1997,"A631",777.2943,1997
"17745","October",Oct 1997,"A631",NA,1998
"17746","November",Nov 1997,"A631",1149.72,1998
"17747","December",Dec 1997,"A631",1163.7915,1998
"17748","January",Jan 1998,"A631",NA,1998
"17749","February",Feb 1998,"A631",1234.149,1998
"17750","March",Mar 1998,"A631",1304.5065,1998
"17751","April",Apr 1998,"A631",976.1715,1998
"17752","May",May 1998,"A631",904.2505,1998
"17753","June",Jun 1998,"A631",791.3658,1998
"17754","July",Jul 1998,"A631",724.7607,1998
"17755","August",Aug 1998,"A631",699.432,1998
"17756","September",Sep 1998,"A631",708.813,1998
"17757","October",Oct 1998,"A631",699.432,1999
"17758","November",Nov 1998,"A631",953.6571,1999
"17759","December",Dec 1998,"A631",1543.722,1999
"17760","January",Jan 1999,"A631",1656.294,1999
"17761","February",Feb 1999,"A631",1618.77,1999
"17762","March",Mar 1999,"A631",1299.816,1999
"17763","April",Apr 1999,"A631",958.3476,1999
"17764","May",May 1999,"A631",948.0285,1999
"17765","June",Jun 1999,"A631",NA,1999
"17766","July",Jul 1999,"A631",NA,1999
"17767","August",Aug 1999,"A631",NA,1999
"17768","September",Sep 1999,"A631",NA,1999
"17769","October",Oct 1999,"A631",881.4234,2000
"17770","November",Nov 1999,"A631",NA,2000
"17771","December",Dec 1999,"A631",1524.96,2000
"17772","January",Jan 2000,"A631",1346.721,2000
"17773","February",Feb 2000,"A631",1262.292,2000
"17774","March",Mar 2000,"A631",1177.863,2000
"17775","April",Apr 2000,"A631",1027.767,2000
"17776","May",May 2000,"A631",886.1139,2000
"17777","June",Jun 2000,"A631",NA,2000
"17778","July",Jul 2000,"A631",742.5846,2000
"17779","August",Aug 2000,"A631",743.5227,2000
"17780","September",Sep 2000,"A631",812.004,2000
"17781","October",Oct 2000,"A631",765.099,2001
"17782","November",Nov 2000,"A631",1074.672,2001
"17783","December",Dec 2000,"A631",1084.053,2001
"17784","January",Jan 2001,"A631",1543.722,2001
"17785","February",Feb 2001,"A631",1318.578,2001
"17786","March",Mar 2001,"A631",1046.529,2001
"17787","April",Apr 2001,"A631",1187.244,2001
"17788","May",May 2001,"A631",833.5803,2001
"17789","June",Jun 2001,"A631",NA,2001
"17790","July",Jul 2001,"A631",713.5035,2001
"17791","August",Aug 2001,"A631",641.4032,2001
"17792","September",Sep 2001,"A631",569.2754,2001
"17793","October",Oct 2001,"A631",642.3779,2002
"17794","November",Nov 2001,"A631",NA,2002
"17795","December",Dec 2001,"A631",1449.912,2002
"17796","January",Jan 2002,"A631",1309.197,2002
"17797","February",Feb 2002,"A631",1271.673,2002
"17798","March",Mar 2002,"A631",NA,2002
"17799","April",Apr 2002,"A631",889.8663,2002
"17800","May",May 2002,"A631",799.8087,2002
"17801","June",Jun 2002,"A631",725.6988,2002
"17802","July",Jul 2002,"A631",704.1225,2002
"17803","August",Aug 2002,"A631",462.54575,2002
"17804","September",Sep 2002,"A631",654.0743,2002
"17805","October",Oct 2002,"A631",750.0894,2003
"17806","November",Nov 2002,"A631",NA,2003
"17807","December",Dec 2002,"A631",740.23935,2003
"17808","January",Jan 2003,"A631",1327.959,2003
"17809","February",Feb 2003,"A631",1309.197,2003
"17810","March",Mar 2003,"A631",1346.721,2003
"17811","April",Apr 2003,"A631",1102.815,2003
"17812","May",May 2003,"A631",870.1662,2003
"17813","June",Jun 2003,"A631",701.3082,2003
"17814","July",Jul 2003,"A631",655.4995,2003
"17815","August",Aug 2003,"A631",598.5164,2003
"17816","September",Sep 2003,"A631",660.9699,2003
"17817","October",Oct 2003,"A631",692.8653,2004
"17818","November",Nov 2003,"A631",763.2228,2004
"17819","December",Dec 2003,"A631",1590.627,2004
"17820","January",Jan 2004,"A631",1590.627,2004
"17821","February",Feb 2004,"A631",1356.102,2004
"17822","March",Mar 2004,"A631",1093.434,2004
"17823","April",Apr 2004,"A631",877.671,2004
"17824","May",May 2004,"A631",767.9133,2004
"17825","June",Jun 2004,"A631",751.0275,2004
"17826","July",Jul 2004,"A631",615.0863,2004
"17827","August",Aug 2004,"A631",621.9092,2004
"17828","September",Sep 2004,"A631",NA,2004
"17829","October",Oct 2004,"A631",905.814,2005
"17830","November",Nov 2004,"A631",1009.005,2005
"17831","December",Dec 2004,"A631",1187.244,2005
"17832","January",Jan 2005,"A631",1173.1725,2005
"17833","February",Feb 2005,"A631",1093.434,2005
"17834","March",Mar 2005,"A631",891.7425,2005
"17835","April",Apr 2005,"A631",971.481,2005
"17836","May",May 2005,"A631",738.8322,2005
"17837","June",Jun 2005,"A631",737.8941,2005
"17838","July",Jul 2005,"A631",725.6988,2005
"17839","August",Aug 2005,"A631",703.1844,2005
"17840","September",Sep 2005,"A631",727.575,2005
"17841","October",Oct 2005,"A631",773.5419,2006
"17842","November",Nov 2005,"A631",1815.771,2006
"17843","December",Dec 2005,"A631",1346.721,2006
"17844","January",Jan 2006,"A631",NA,2006
"17845","February",Feb 2006,"A631",1224.768,2006
"17846","March",Mar 2006,"A631",1121.577,2006
"17847","April",Apr 2006,"A631",924.576,2006
"17848","May",May 2006,"A631",918.0093,2006
"17849","June",Jun 2006,"A631",816.6945,2006
"17850","July",Jul 2006,"A631",691.9272,2006
"17851","August",Aug 2006,"A631",785.7372,2006
"17852","September",Sep 2006,"A631",772.6038,2006
"17853","October",Oct 2006,"A631",740.7084,2007
"17854","November",Nov 2006,"A631",1571.865,2007
"17855","December",Dec 2006,"A631",1102.815,2007
"17856","January",Jan 2007,"A631",1220,2007
"17857","February",Feb 2007,"A631",1010,2007
"17858","March",Mar 2007,"A631",1000,2007
"17859","April",Apr 2007,"A631",892,2007
"17860","May",May 2007,"A631",700,2007
"17861","June",Jun 2007,"A631",724,2007
"17862","July",Jul 2007,"A631",675,2007
"17863","August",Aug 2007,"A631",625,2007
"17864","September",Sep 2007,"A631",562,2007
"17865","October",Oct 2007,"A631",996,2008
"17866","November",Nov 2007,"A631",761,2008
"17867","December",Dec 2007,"A631",1230,2008
"17868","January",Jan 2008,"A631",1030,2008
"17869","February",Feb 2008,"A631",1080,2008
"17870","March",Mar 2008,"A631",888,2008
"17871","April",Apr 2008,"A631",971,2008
"17872","May",May 2008,"A631",805,2008
"17873","June",Jun 2008,"A631",720,2008
"17874","July",Jul 2008,"A631",655,2008
"17875","August",Aug 2008,"A631",645,2008
"17876","September",Sep 2008,"A631",733,2008
"17877","October",Oct 2008,"A631",616,2009
"17878","November",Nov 2008,"A631",1150,2009
"17879","December",Dec 2008,"A631",935,2009
"17880","January",Jan 2009,"A631",NA,2009
"17881","February",Feb 2009,"A631",NA,2009
"17882","March",Mar 2009,"A631",NA,2009
"17883","April",Apr 2009,"A631",NA,2009
"17884","May",May 2009,"A631",NA,2009
"17885","June",Jun 2009,"A631",NA,2009
"17886","July",Jul 2009,"A631",NA,2009
"17887","August",Aug 2009,"A631",NA,2009
"17888","September",Sep 2009,"A631",NA,2009
"17889","October",Oct 2009,"A631",NA,2010
"17890","November",Nov 2009,"A631",NA,2010
"17891","December",Dec 2009,"A631",NA,2010
"17892","January",Jan 2010,"A631",NA,2010
"17893","February",Feb 2010,"A631",NA,2010
"17894","March",Mar 2010,"A631",NA,2010
"17895","April",Apr 2010,"A631",NA,2010
"17896","May",May 2010,"A631",NA,2010
"17897","June",Jun 2010,"A631",NA,2010
"17898","July",Jul 2010,"A631",NA,2010
"17899","August",Aug 2010,"A631",NA,2010
"17900","September",Sep 2010,"A631",NA,2010
"17901","October",Oct 2010,"A631",NA,2011
"17902","November",Nov 2010,"A631",NA,2011
"17903","December",Dec 2010,"A631",NA,2011
"17904","January",Jan 2011,"A631",NA,2011
"17905","February",Feb 2011,"A631",NA,2011
"17906","March",Mar 2011,"A631",NA,2011
"17907","April",Apr 2011,"A631",NA,2011
"17908","May",May 2011,"A631",NA,2011
"17909","June",Jun 2011,"A631",NA,2011
"17910","July",Jul 2011,"A631",NA,2011
"17911","August",Aug 2011,"A631",NA,2011
"17912","September",Sep 2011,"A631",NA,2011
"17913","October",Oct 2011,"A631",NA,2012
"17914","November",Nov 2011,"A631",NA,2012
"17915","December",Dec 2011,"A631",NA,2012
"17916","January",Jan 2012,"A631",NA,2012
"17917","February",Feb 2012,"A631",NA,2012
"17918","March",Mar 2012,"A631",NA,2012
"17919","April",Apr 2012,"A631",NA,2012
"17920","May",May 2012,"A631",NA,2012
"17921","June",Jun 2012,"A631",NA,2012
"17922","July",Jul 2012,"A631",NA,2012
"17923","August",Aug 2012,"A631",NA,2012
"17924","September",Sep 2012,"A631",NA,2012
"17925","October",Oct 2012,"A631",NA,2013
"17926","November",Nov 2012,"A631",NA,2013
"17927","December",Dec 2012,"A631",NA,2013
"17928","January",Jan 2013,"A631",NA,2013
"17929","February",Feb 2013,"A631",988,2013
"17930","March",Mar 2013,"A631",785,2013
"17931","April",Apr 2013,"A631",NA,2013
"17932","May",May 2013,"A631",670,2013
"17933","June",Jun 2013,"A631",494,2013
"17934","July",Jul 2013,"A631",520,2013
"17935","August",Aug 2013,"A631",599,2013
"17936","September",Sep 2013,"A631",557,2013
"17937","October",Oct 2013,"A631",776,2014
"17938","November",Nov 2013,"A631",612,2014
"17939","December",Dec 2013,"A631",797,2014
"17940","January",Jan 2014,"A631",1100,2014
"17941","February",Feb 2014,"A631",919,2014
"17942","March",Mar 2014,"A631",875,2014
"17943","April",Apr 2014,"A631",741,2014
"17944","May",May 2014,"A631",642,2014
"17945","June",Jun 2014,"A631",494.5,2014
"17946","July",Jul 2014,"A631",NA,2014
"17947","August",Aug 2014,"A631",696,2014
"17948","September",Sep 2014,"A631",567,2014
"17949","October",Oct 2014,"A631",557,2015
"17950","November",Nov 2014,"A631",1010,2015
"17951","December",Dec 2014,"A631",981,2015
"17952","January",Jan 2015,"A631",1160,2015
"17953","February",Feb 2015,"A631",1200,2015
"17954","March",Mar 2015,"A631",938,2015
"17955","April",Apr 2015,"A631",742,2015
"17956","May",May 2015,"A631",668,2015
"17957","June",Jun 2015,"A631",611,2015
"17958","July",Jul 2015,"A631",516,2015
"17959","August",Aug 2015,"A631",424,2015
"17960","September",Sep 2015,"A631",422,2015
"17961","October",Oct 2015,"A631",693,2016
"17962","November",Nov 2015,"A631",1260,2016
"17963","December",Dec 2015,"A631",1400,2016
"17964","January",Jan 2016,"A631",988,2016
"17965","February",Feb 2016,"A631",991,2016
"17966","March",Mar 2016,"A631",836,2016
"17967","April",Apr 2016,"A631",733,2016
"17968","May",May 2016,"A631",669,2016
"17969","June",Jun 2016,"A631",547,2016
"17970","July",Jul 2016,"A631",500,2016
"17971","August",Aug 2016,"A631",462,2016
"17972","September",Sep 2016,"A631",493,2016
"17973","October",Oct 2016,"A631",655,2017
"17974","November",Nov 2016,"A631",872,2017
"17975","December",Dec 2016,"A631",989,2017
"17976","January",Jan 2017,"A631",1010,2017
"17977","February",Feb 2017,"A631",1245,2017
"17978","March",Mar 2017,"A631",901,2017
"17979","April",Apr 2017,"A631",764,2017
"17980","May",May 2017,"A631",687,2017
"17981","June",Jun 2017,"A631",536,2017
"17982","July",Jul 2017,"A631",445,2017
"17983","August",Aug 2017,"A631",368,2017
"17984","September",Sep 2017,"A631",515,2017
"17985","October",Oct 2017,"A631",500,2018
"17986","November",Nov 2017,"A631",837,2018
"17987","December",Dec 2017,"A631",902,2018
"17988","January",Jan 2018,"A631",808,2018
"17989","February",Feb 2018,"A631",807,2018
"17990","March",Mar 2018,"A631",713,2018
"17991","April",Apr 2018,"A631",621,2018
"17992","May",May 2018,"A631",539,2018
"17993","June",Jun 2018,"A631",458,2018
"17994","July",Jul 2018,"A631",474,2018
"17995","August",Aug 2018,"A631",371,2018
"17996","September",Sep 2018,"A631",436,2018
"17997","October",Oct 2018,"A631",553,2019
"17998","November",Nov 2018,"A631",1050,2019
"17999","December",Dec 2018,"A631",803,2019
"18000","January",Jan 2019,"A631",929,2019
"18001","February",Feb 2019,"A631",853,2019
"18002","March",Mar 2019,"A631",669,2019
"18003","April",Apr 2019,"A631",629,2019
"18004","May",May 2019,"A631",495,2019
"18005","June",Jun 2019,"A631",466,2019
"18006","July",Jul 2019,"A631",381,2019
"18007","August",Aug 2019,"A631",370,2019
"18008","September",Sep 2019,"A631",419,2019
"18009","October",Oct 2019,"A631",533,2020
"18010","November",Nov 2019,"A631",648,2020
"18011","December",Dec 2019,"A631",969,2020
"18012","January",Jan 2020,"A631",962,2020
"18013","February",Feb 2020,"A631",863,2020
"18014","March",Mar 2020,"A631",698,2020
"18015","May",May 2020,"A631",NA,2020
"18016","June",Jun 2020,"A631",458,2020
"18017","July",Jul 2020,"A631",465,2020
"18018","August",Aug 2020,"A631",472,2020
"18019","September",Sep 2020,"A631",530,2020
"18020","October",Oct 2020,"A631",709,2021
"18021","November",Nov 2020,"A631",855,2021
"18022","December",Dec 2020,"A631",930,2021
"18023","January",Jan 2021,"A631",853,2021
"18024","February",Feb 2021,"A631",970,2021
"18025","March",Mar 2021,"A631",766.5,2021
"18026","April",Apr 2021,"A631",553,2021
"18027","May",May 2021,"A631",465,2021
"18028","June",Jun 2021,"A631",445,2021
"18029","July",Jul 2021,"A631",399,2021
"18030","August",Aug 2021,"A631",378,2021
"18031","September",Sep 2021,"A631",337,2021
"18032","October",Oct 2021,"A631",458,2022
"18033","November",Nov 2021,"A631",1110,2022
"18034","December",Dec 2021,"A631",896,2022
"18035","January",Jan 2022,"A631",789,2022
"18036","February",Feb 2022,"A631",656,2022
"18037","March",Mar 2022,"A631",573,2022
"18038","April",Apr 2022,"A631",499,2022
"18039","May",May 2022,"A631",482,2022
"18040","June",Jun 2022,"A631",365,2022
"18041","July",Jul 2022,"A631",460,2022
"18042","August",Aug 2022,"A631",454,2022
"18043","September",Sep 2022,"A631",391,2022
"18044","October",Oct 2022,"A631",435,2023
"18045","November",Nov 2022,"A631",733,2023
"18046","December",Dec 2022,"A631",1020,2023
"18047","January",Jan 2023,"A631",738,2023
"18048","February",Feb 2023,"A631",711.5,2023
"18049","March",Mar 2023,"A631",866,2023
"18050","April",Apr 2023,"A631",833,2023
"18051","May",May 2023,"A631",557,2023
"18052","October",Oct 1977,"A670",NA,1978
"18053","November",Nov 1977,"A670",NA,1978
"18054","December",Dec 1977,"A670",NA,1978
"18055","January",Jan 1978,"A670",NA,1978
"18056","February",Feb 1978,"A670",NA,1978
"18057","March",Mar 1978,"A670",NA,1978
"18058","April",Apr 1978,"A670",NA,1978
"18059","May",May 1978,"A670",NA,1978
"18060","June",Jun 1978,"A670",NA,1978
"18061","July",Jul 1978,"A670",NA,1978
"18062","August",Aug 1978,"A670",NA,1978
"18063","September",Sep 1978,"A670",NA,1978
"18064","October",Oct 1978,"A670",NA,1979
"18065","November",Nov 1978,"A670",NA,1979
"18066","December",Dec 1978,"A670",NA,1979
"18067","January",Jan 1979,"A670",NA,1979
"18068","February",Feb 1979,"A670",NA,1979
"18069","March",Mar 1979,"A670",NA,1979
"18070","April",Apr 1979,"A670",NA,1979
"18071","May",May 1979,"A670",NA,1979
"18072","June",Jun 1979,"A670",NA,1979
"18073","July",Jul 1979,"A670",NA,1979
"18074","August",Aug 1979,"A670",NA,1979
"18075","September",Sep 1979,"A670",NA,1979
"18076","October",Oct 1979,"A670",NA,1980
"18077","November",Nov 1979,"A670",NA,1980
"18078","December",Dec 1979,"A670",NA,1980
"18079","January",Jan 1980,"A670",NA,1980
"18080","February",Feb 1980,"A670",NA,1980
"18081","March",Mar 1980,"A670",NA,1980
"18082","April",Apr 1980,"A670",NA,1980
"18083","May",May 1980,"A670",NA,1980
"18084","June",Jun 1980,"A670",NA,1980
"18085","July",Jul 1980,"A670",NA,1980
"18086","August",Aug 1980,"A670",NA,1980
"18087","September",Sep 1980,"A670",NA,1980
"18088","October",Oct 1980,"A670",NA,1981
"18089","November",Nov 1980,"A670",NA,1981
"18090","December",Dec 1980,"A670",NA,1981
"18091","January",Jan 1981,"A670",NA,1981
"18092","February",Feb 1981,"A670",NA,1981
"18093","March",Mar 1981,"A670",NA,1981
"18094","April",Apr 1981,"A670",NA,1981
"18095","May",May 1981,"A670",NA,1981
"18096","June",Jun 1981,"A670",NA,1981
"18097","July",Jul 1981,"A670",NA,1981
"18098","August",Aug 1981,"A670",NA,1981
"18099","September",Sep 1981,"A670",NA,1981
"18100","October",Oct 1981,"A670",NA,1982
"18101","November",Nov 1981,"A670",NA,1982
"18102","December",Dec 1981,"A670",NA,1982
"18103","January",Jan 1982,"A670",NA,1982
"18104","February",Feb 1982,"A670",NA,1982
"18105","March",Mar 1982,"A670",NA,1982
"18106","April",Apr 1982,"A670",NA,1982
"18107","May",May 1982,"A670",NA,1982
"18108","June",Jun 1982,"A670",NA,1982
"18109","July",Jul 1982,"A670",NA,1982
"18110","August",Aug 1982,"A670",NA,1982
"18111","September",Sep 1982,"A670",NA,1982
"18112","October",Oct 1982,"A670",NA,1983
"18113","November",Nov 1982,"A670",NA,1983
"18114","December",Dec 1982,"A670",NA,1983
"18115","January",Jan 1983,"A670",NA,1983
"18116","February",Feb 1983,"A670",NA,1983
"18117","March",Mar 1983,"A670",NA,1983
"18118","April",Apr 1983,"A670",NA,1983
"18119","May",May 1983,"A670",NA,1983
"18120","June",Jun 1983,"A670",NA,1983
"18121","July",Jul 1983,"A670",NA,1983
"18122","August",Aug 1983,"A670",NA,1983
"18123","September",Sep 1983,"A670",NA,1983
"18124","October",Oct 1983,"A670",NA,1984
"18125","November",Nov 1983,"A670",NA,1984
"18126","December",Dec 1983,"A670",NA,1984
"18127","January",Jan 1984,"A670",NA,1984
"18128","February",Feb 1984,"A670",NA,1984
"18129","March",Mar 1984,"A670",NA,1984
"18130","April",Apr 1984,"A670",NA,1984
"18131","May",May 1984,"A670",NA,1984
"18132","June",Jun 1984,"A670",NA,1984
"18133","July",Jul 1984,"A670",NA,1984
"18134","August",Aug 1984,"A670",NA,1984
"18135","September",Sep 1984,"A670",NA,1984
"18136","October",Oct 1984,"A670",NA,1985
