CollectDate,Year,Month,LabSampleNum,Locator,Depth,Parameter,Value,Units,Qualifier,MDL,RDL,Text,Value_orig,det_Flag
2001-11-14T22:00:00Z,2001,11,L22698-27,322,NA,Ammonia Nitrogen,0.0611,mg/L,,0.01,0.02,,0.0611,FALSE
2006-10-11T18:23:00Z,2006,10,L40575-7,322,NA,Total Nitrogen,2.3062453455176275,mg/L,,0.05,0.1,,2.31,FALSE
2011-12-05T18:16:00Z,2011,12,L54732-5,322,NA,Total Nitrogen,2.3,mg/L,,0.05,0.1,,2.3,FALSE
2000-02-29T20:32:00Z,2000,2,L17322-7,322,NA,Temperature,7.74,deg C,,NA,NA,,7.74,FALSE
2007-03-07T19:38:00Z,2007,3,L41991-7,322,NA,Fecal Coliform,73,CFU/100ml,,NA,NA,,73,FALSE
2001-11-14T20:55:00Z,2001,11,L22697-3,322,NA,Temperature,10.7,deg C,,NA,NA,,10.7,FALSE
1973-06-14T07:00:00Z,1973,6,7315469,322,1,"pH, Field",6.6,pH,,NA,NA,6.6||King County Nstream Database/RBC,6.6,FALSE
2013-11-05T19:05:00Z,2013,11,L59043-8,322,NA,Orthophosphate Phosphorus,0.089,mg/L,,0.005,0.02,,0.089,FALSE
1998-05-12T16:05:00Z,1998,5,L13337-12,322,NA,"Dissolved Oxygen, Field",11,mg/L,,NA,10,,11,FALSE
2001-07-10T17:34:00Z,2001,7,L21243-7,322,NA,Enterococcus,32,CFU/100ml,,NA,NA,,32,FALSE
2021-07-14T17:16:00Z,2021,7,L77285-16,322,NA,Nitrite + Nitrate Nitrogen,0.846,mg/L,,0.01,0.04,,0.846,FALSE
2013-11-07T19:05:00Z,2013,11,L59167-2,322,NA,Total Suspended Solids,40.8,mg/L,,1,2,,40.8,FALSE
1994-07-12T17:48:00Z,1994,7,L4046-10,322,NA,Ammonia Nitrogen,0.02,mg/L,<MDL,0.02,0.04,,NA,TRUE
1980-05-28T07:00:00Z,1980,5,8015359,322,1,Ammonia Nitrogen,0.042,mg/L,,NA,NA,.042||King County Nstream Database/RS2,0.042,FALSE
1999-04-13T18:20:00Z,1999,4,L15281-7,322,NA,Enterococcus,3,CFU/100ml,,NA,NA,,3,FALSE
