Year,0305,0307,0308,0309,0311,0317,0321,0322,0430,0434,0438,0440,0442,0444,0446,0450,0450CC,0470,0474,0478,0484,0484A,0486,0498,0631,0632,3106,A315,A319,A320,A432,A438,A456,A499,A617,A620,A630,A631,A670,A680,A685,A687,A690,AMES_1,B319,B484,B499,BB470,BSE_1MUDMTNRD,C320,C370,C446,C484,CHERRY_1,D320,D444,D474,F321,G320,GRIFFIN,HARRIS_1,J370,J484,KSHZ06,KTHA01,KTHA02,KTHA03,LSIN1,LSIN9,N484,NFK_SNQ,PATTER_3,RAGING_MTH,S478,S484,SFK_SNQ,SNQDUVALL,TOLT_MTH,VA12A,VA23A,VA37A,VA41A,VA42A,VA45A,VA65A
1980,18350,3000,NA,156.5,104,331,97.5,129.5,192,210,74.5,156,505,170,167,120.5,NA,151.5,132.5,106,104.5,NA,108.5,240,100.5,116,116.5,200,122,107,199,64.5,188,191.5,NA,NA,188,94.5,NA,NA,NA,NA,NA,NA,64.5,108,NA,NA,NA,114.5,255,191,91.5,NA,95,164,128.5,NA,54,NA,NA,NA,79.5,NA,NA,NA,NA,NA,NA,105.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1981,11900,4000,NA,181,105.25,337.5,99,126.5,184,200.5,69,126,445,162.5,163,117.5,NA,143,130.5,104.5,93,NA,97,247.5,95,102,122.75,210.5,70.5,103,175,60.5,171.5,188.5,NA,NA,166.5,97,NA,NA,NA,NA,NA,NA,62,99.5,NA,NA,NA,116.5,250,173.5,81,NA,93.5,165.5,NA,NA,57.5,NA,NA,NA,69.5,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,99.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982,20000,4500,NA,126,133,335,95.5,145,195,220,58,150,600,179,175,130,NA,155,137,111,103,NA,101,270,116,131,136.25,225,70,110,170,59,189,189,NA,NA,200,107,NA,NA,NA,NA,NA,NA,58,100,NA,NA,NA,107,295,180,95,NA,95,179,NA,NA,55,NA,NA,NA,83,NA,NA,NA,NA,NA,NA,110,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983,7250,3625,NA,98.5,107.5,275,NA,121,177.5,196.5,NA,121.5,462.5,161.5,149.5,115.5,NA,138.5,122,100,90,NA,107.5,220,95,102.5,84,189,55,93.5,157,60,162,172,NA,NA,185,85.5,NA,NA,NA,NA,NA,NA,46.5,107.5,NA,NA,NA,102.5,NA,164.5,89,NA,83,150,NA,NA,52.5,NA,NA,NA,71.5,NA,NA,NA,NA,NA,NA,98,NA,NA,NA,NA,91.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1984,1800,2745,NA,109.5,84,315,NA,126,197.5,227.5,NA,129,417.5,160,157,111,NA,138,139,97.5,80,NA,95.5,245,93,108.5,99.16666666666666,225,68.5,104,167,54.5,178.5,189,NA,NA,160,90,NA,NA,NA,NA,NA,NA,57.5,89,NA,NA,NA,106,NA,177,79,NA,88.5,175,NA,NA,57,NA,NA,NA,66,NA,NA,NA,NA,NA,NA,96,NA,NA,NA,NA,79.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1985,20000,7000,NA,280,115,330,NA,129,193,240,NA,135,500,165,170,115,NA,150,133,103,98,NA,92,270,100,120,141,230,67,103,186,62,180,180,NA,NA,180,96,NA,NA,NA,NA,NA,NA,60,108,NA,NA,NA,115,NA,180,92,NA,94,160,NA,NA,51,NA,NA,NA,71,NA,NA,NA,NA,NA,NA,107,NA,NA,NA,NA,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1986,19950,6950,NA,152,116,345,NA,143.5,200,228,NA,158,500,197.5,188.5,134.5,NA,175,170.5,127.5,117,NA,112,265,113,145,130.5,232.5,71.5,123.5,200,60,200,199,NA,NA,199,109,NA,NA,NA,NA,NA,NA,62.5,130.5,NA,NA,NA,129,NA,192.5,110.5,NA,115,189,NA,NA,64.5,NA,NA,NA,92,NA,NA,NA,NA,NA,NA,127.5,NA,NA,NA,NA,115.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1987,22250,8391.666666666668,NA,310,153,267.5,NA,146.5,202.5,217.5,NA,170,626,180,171.5,134.5,NA,172.5,159,123,121,NA,108.5,253.5,128.5,163,153,239.5,80.5,120,194.75,63,187.5,199,NA,NA,280,129,152.5,160,NA,NA,118.5,NA,69,131.5,NA,NA,NA,120,NA,179,114,NA,106.5,189.5,NA,NA,62,NA,NA,NA,96.5,NA,NA,NA,NA,NA,NA,126,NA,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,16000,12382.5,NA,137.5,110.5,249,NA,140,221,237,NA,145,429.5,177,197.5,130,NA,175,160,132,112.83333333333334,NA,110,262,100,121,96.5,210,63,115.5,195,59,205,200.5,NA,NA,163,110,NA,NA,NA,NA,NA,NA,54,130,NA,NA,NA,131,NA,208,112,NA,100,189.5,NA,NA,62,NA,NA,NA,92.5,221.5,NA,226,201.5,NA,NA,128,NA,NA,NA,NA,121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1989,17500,4620,NA,102.5,150,275,NA,146.5,220,234.5,NA,157.5,432.5,173.75,184.5,136.5,NA,177.5,162.5,139,117.5,NA,105,272,120,152.5,116.5,240,62,120,206.5,60.25,200,202.5,NA,NA,257.5,107.5,NA,NA,NA,NA,NA,NA,55,127.5,NA,NA,NA,127.5,NA,210,115,NA,110,185,NA,NA,60,NA,NA,NA,99.5,245,NA,244,239.5,NA,NA,130,NA,NA,NA,NA,122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1990,13500,3800,NA,99,110,170,NA,140,177.5,214,NA,150,280,140,157.5,120,NA,145,135,110,108.66666666666666,NA,102.5,250,90,130,97,245,60,110,166.83333333333331,51,172.5,187.5,NA,NA,235,100,NA,NA,NA,NA,NA,NA,50,117.5,NA,NA,NA,120,NA,185,102.5,NA,110,175,NA,NA,65,NA,NA,NA,99,230,NA,232.5,225,NA,NA,118.5,NA,NA,NA,NA,107.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1991,29700,5895,NA,99.5,84,253.75,NA,141,214.5,231,NA,166,428.66666666666663,161.5,175.25,123.5,NA,169,154,132,110,NA,99,257.5,104.5,124.5,83.5,217,61.5,116.5,175,55.5,195.5,209,NA,NA,240.5,103,NA,NA,NA,NA,NA,NA,51,113,NA,NA,NA,113,NA,206,108,NA,105,167,NA,NA,58,NA,NA,NA,91,250.5,NA,253.5,240,NA,NA,124,NA,NA,NA,NA,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,30250,8580,NA,730.5,107.5,268.5,NA,138.5,176.25,185.5,NA,146.75,442.75,186.5,148.5,136,NA,165,149,124,115,NA,101,225,109.25,133,99.5,219,66.5,119.5,179.25,63,173.5,199,NA,NA,226.5,115,NA,NA,NA,NA,NA,NA,61.75,125,NA,NA,NA,120,NA,196,113.5,NA,111.5,191,NA,NA,65,NA,NA,NA,95.5,238.25,NA,245,230,NA,NA,126,NA,NA,NA,NA,113.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993,31000,8600,NA,280,109,335,120,150,203.33333333333334,250,NA,170,530,200,200,140,NA,190,170,140,130,NA,110,260,120,145,109.5,235,71.5,130,210,64.5,220,215,NA,NA,210,130,NA,NA,NA,NA,NA,NA,61,140,NA,NA,NA,140,300,230,130,NA,120,220,NA,120,63,NA,NA,290,100,260,NA,270,250,NA,NA,140,NA,NA,NA,NA,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1994,26000,7700,NA,110,97,280,122,150,207.5,210,NA,150,424.16666666666663,200,185,140,NA,185,165,140,130,NA,110,240,112.5,155,101.33333333333334,225.83333333333331,73.25,130,205,65.75,190,210,NA,NA,212.5,120,NA,NA,NA,NA,NA,NA,61.25,135,NA,NA,NA,140,260,220,125,NA,130,215,NA,120,61,NA,NA,285,100,245,NA,252.5,240,NA,NA,140,NA,NA,NA,NA,125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995,15000,4535,NA,199.5,93,173,117.5,145,166,163.83333333333331,NA,130,340,129.5,144.25,130,NA,147.75,139,120.25,109.75,NA,110,216,101,121,98,205,64.95,125,172.83333333333331,65.75,160.5,205.5,144,NA,180,110,NA,110.5,NA,NA,88.1,NA,54.5,110,NA,NA,NA,135,240,190,110,NA,125.5,159,NA,110,59.6,NA,NA,255,90,221.25,NA,249,230,NA,NA,130,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,20000,2480,NA,95,92,273,107.5,152.75,193,208.5,77.8,165.5,396,214,165.5,131.5,NA,168,159,131,119.5,NA,106.5,231.5,96.575,109.75,98.8,200.66666666666669,67,121.75,183,64.875,199.5,216.5,129.5,208,154.5,111,NA,105.55,135,NA,88.45,NA,53.625,129,NA,NA,NA,127,294,192.5,114.5,NA,122.5,188,NA,101,61.35,NA,NA,295,94.80000000000001,249,NA,261.5,232.75,NA,NA,135,NA,NA,NA,NA,117.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997,12400,3320,NA,92.05000000000001,86.3,326.5,107.5,140,227,238.5,64.15,146.5,425.5,205.75,196,126.5,NA,178.5,150.5,138.5,115.5,NA,102,258,109,117,87.56666666666666,220,59.25,122.375,190.5,56.45,205,221.5,148,221.5,186.5,105,NA,115.5,125.5,NA,115,NA,51.900000000000006,117,NA,NA,NA,133.5,282,212,111,NA,121.5,208,NA,98.35,55.75,NA,NA,292,89.6,262,NA,266,239.5,NA,NA,128,NA,NA,NA,NA,105.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998,23600,18955,NA,140,108,312.5,119.5,154.75,210,219.5,77.55000000000001,201.5,484,216.5,190,152.5,NA,181,180,151.66666666666669,132,NA,111,232,125,157.5,107,247,70.9,131.5,205,65.6,195.5,227,166,242,236.5,121,NA,173.5,153,NA,137.75,NA,59.45,144,NA,NA,NA,139.5,279.5,219,124,NA,137,220,NA,116.5,62.6,NA,NA,282.5,111,258.5,NA,266,247,NA,NA,145,NA,NA,NA,NA,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999,23745,17915,NA,101,92.1,243.5,109,134,176.5,199,60.85,155.5,383,191,169.5,126.5,NA,141.15,134.25,119.175,121,NA,97.7,215.25,100,119,93.125,192.95,59.2,117.5,174,53.6,188,208.5,143,220,177,84.05,NA,150,137,NA,122,NA,49.099999999999994,128,NA,173,NA,120.5,278.5,185.5,116.5,NA,114.5,197.5,158,100,52.6,NA,NA,265.5,95.65,226.5,NA,235,204.5,NA,NA,131,NA,NA,NA,NA,121.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,28900,21312.5,NA,152,85.3,210.2,105.5,135.5,185,215,63.0125,158,456,193,135.2,131,NA,159.5,148.5,129,118,NA,97.8,210,113,137,84.4,194.5,64.3,122.5,178,56.66666666666667,171,197,163,224,214,117,NA,147,134,NA,125,NA,52.31666666666666,121,NA,158,NA,120.5,279.25,181,112.75,NA,122,198,157.5,101,58.6,NA,NA,240.75,91.35,218,NA,243.5,218.25,NA,NA,128,NA,NA,NA,NA,113.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,29025,21717.5,NA,172,106,239.5,115,139,206.5,212,69.45,151.5,401,195,180,131.5,NA,171.75,154.75,133,121,NA,102,234.5,111.75,130,99,183,65.6,118.5,184.5,60.325,192,203.5,161,230,181,114,NA,135.5,137,NA,125,NA,54.05,125,NA,172,NA,128.5,293,194,117.5,NA,120.25,208.5,161,106,61.6,NA,NA,288.5,94.75,222,NA,233.25,217,NA,NA,137,NA,NA,NA,NA,99.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002,30050,23002.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,26050,19876.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,244,116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,219,99.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,206,121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,274,113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,248,121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,227,113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,215,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,238,115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,238.5,114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
