Year,0305,0307,0308,0309,0311,0317,0321,0322,0430,0434,0438,0440,0442,0444,0446,0450,0450CC,0470,0474,0478,0484,0484A,0486,0498,0631,0632,3106,A315,A319,A320,A432,A438,A456,A499,A617,A620,A630,A631,A670,A680,A685,A687,A690,AMES_1,B319,B484,B499,BB470,BSE_1MUDMTNRD,C320,C370,C446,C484,CHERRY_1,D320,D444,D474,F321,G320,GRIFFIN,HARRIS_1,J370,J484,KSHZ06,KTHA01,KTHA02,KTHA03,LSIN1,LSIN9,N484,NFK_SNQ,PATTER_3,RAGING_MTH,S478,S484,SFK_SNQ,SNQDUVALL,TOLT_MTH,VA12A,VA23A,VA37A,VA41A,VA42A,VA45A,VA65A
1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998,NA,NA,NA,39,35.1,109,44.9,50.6,89.1,82.8,31.8,56.2,141,82.75,71.4,51.4,NA,66.6,61.35,50.8,46.75,NA,40.4,99.65,43.2,51.6,35.4,98.7,28.1,45.7,70.85,28.1,83.8,82.1,50.9,99.8,62.6,44.075,NA,60.599999999999994,53.9,NA,43.6,NA,22.9,54.6,NA,NA,NA,51.400000000000006,99.95,84.1,43.6,NA,44.6,85.1,NA,43.9,19.7,NA,NA,99.95,36.8,90.8,NA,93.4,85.2,NA,NA,50.9,NA,NA,NA,NA,52.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999,NA,NA,NA,34.6,33.150000000000006,119.5,43.625,48.099999999999994,69.25,77.3,25.424999999999997,53.925,131.575,68.225,68.85,52.8,NA,54.45,52.75,46.400000000000006,47.224999999999994,NA,38.05,91.3,38.6,52.55,33.25,72.6,24.6,43.5,68.425,22.85,81.15,79.85,47.325,96.95,61.8,32.45,NA,60.64999999999999,55.050000000000004,NA,40.3,NA,21.55,54.75,NA,NA,NA,42.474999999999994,100,76.3,45.175,NA,41.225,86.95,NA,42.6,16.9,NA,NA,105.5,37.5,82.05,NA,88.1,75.30000000000001,NA,NA,50.65,NA,NA,NA,NA,51.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,NA,NA,NA,34,34.05,70,41.75,47.45,78.2,79.2,25.925,44.075,84.85,64.95,49.6,51.45,NA,62.8,55.5,46.3,42.9,NA,39.2,65.55,40,45.2,33.1,69.44999999999999,26.35,45.4,65.9,23.6,66.7,78.1,41.3,64.75,41.55,41.85,NA,52.925000000000004,53.9,NA,42,NA,22.549999999999997,53.55,NA,58.2,NA,47.35,97,64.32499999999999,43,NA,39.9,72.94999999999999,57.349999999999994,39.25,16.65,NA,NA,85.3,34.8,87.6,NA,91.175,83.45,NA,NA,48.6,NA,NA,NA,NA,44.975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,NA,NA,NA,42.2,37.7,105.15,48.4,52.35,81.825,82.75,29,58.55,157,82.4,70.5,55.5,NA,67.2,61.6,52.45,48.35,NA,43.3,101,45.45,48.9,37.5,73.35,26.4,49.075,74.9,24.775,82.4,82.1,52.699999999999996,95.2,68.6,48.8,NA,64.4,57.05,NA,47.85,NA,23.15,54.8,NA,62.1,NA,49.3,114.5,78.75,46,NA,47.5,92.1,63,47.4,19,NA,NA,108,39.4,90.4,NA,93.3,84.1,NA,NA,55.8,NA,NA,NA,NA,50.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002,NA,NA,NA,30.349999999999998,28.3,98.4,44.650000000000006,48.2125,75.05,76.15,25.525000000000002,55.15,130,68.5,65,53.1,NA,59.95,56.55,48.325,45.4,NA,42.15,82.3,40.75,53.75,28.4,71.05000000000001,23.6,45.925,68.44999999999999,23.75,74.30000000000001,80.45,56.099999999999994,83.4,67.85,46.9,NA,60.975,56.5,NA,30.65,NA,20.75,60.15,NA,62.85,NA,48.9,114,74.5,47.599999999999994,NA,45.05,77.1,64.80000000000001,42.45,17.15,NA,NA,109,40.4,83.69999999999999,NA,90.44999999999999,83.45,NA,NA,52.2,NA,NA,NA,NA,48.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,NA,NA,NA,40.1,40.75,111.5,50.35,53.7,94.94999999999999,89.85,29.2,59.275000000000006,158.5,77.85,81.64999999999999,60,NA,80.69999999999999,73.45,62.25,55,NA,42.9,99.2,49.349999999999994,52.3,43.400000000000006,88.95,25.5,52.425,82.65,27.6,90.6,81.55000000000001,62.95,103,79.1,57.9,NA,70.75,59.45,NA,47,NA,25.6,62.6,NA,78.25,NA,43.8,118,86.7,52.2,NA,47,82.2,72.55000000000001,48.625,18.7,NA,NA,109,43.2,91.80000000000001,NA,94.5,85,NA,NA,61.2,NA,NA,NA,49.55,56.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004,NA,NA,NA,34.1,31.7,97.625,48.1,48.25,85,81.95,27.575000000000003,55.8,147.925,73.6,72.4,56.099999999999994,NA,75.5,69,59.6625,53.15,NA,42.7,86.55000000000001,43.4,52.9,32.8,82.80000000000001,24.5,47.325,75.875,24.75,81.6,82.55,52.05,92,60.4,48.4,NA,70.8,60.224999999999994,NA,47.2,NA,22.35,60.5,NA,69.44999999999999,NA,46.3,110,81.2,50.2,NA,46.4,80.6,69,44.7,18.9,NA,NA,105,41,90.7,NA,94,84.8,NA,NA,55.15,NA,NA,NA,50.849999999999994,52.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,NA,NA,NA,41.9,39.6,114,49.349999999999994,53.2,84.95,77.2,33.1,62.85,171.5,83,68.3,52.2,NA,66.9,65.15,57.224999999999994,51.15,NA,43.85,88.775,46.05,56.224999999999994,38.05,90.65,27.950000000000003,50.4,68.8,28.3,81.8,82.75,58.8,104.5,76.3,47.125,NA,69.9,60.05,NA,48.8,NA,24.5,57.900000000000006,NA,62.6,NA,52.349999999999994,120,79.5,46.85,NA,49,87.65,65.25,47.175,21,NA,NA,113.5,38.400000000000006,89.175,NA,92.4,83.25,NA,NA,56.35,NA,NA,NA,48.875,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,NA,NA,NA,42.4,39.4,112.5,48.7,52.5,76.025,80.65,31.3,58.95,137,79.875,74.5,54.75,NA,72.75,61.53333333333333,53.675,55.400000000000006,NA,44.2,88.55,43.15,51,38.3,92.775,34.5,49.599999999999994,73.375,29.85,86.15,83.9,54.2,94.75,63.550000000000004,45.55,NA,64.4,60.95,NA,50,NA,25.549999999999997,60.3,NA,67.825,NA,49.1,124.5,84.2,51.8,NA,48.5,90.8,66.9,46.650000000000006,19.7,NA,NA,116,41.599999999999994,90.5,NA,95.1,87.5,NA,NA,60.1,NA,NA,NA,49.849999999999994,55.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,NA,NA,NA,35.75,33.15,110,43.71666666666667,46.2,72.35,77.15,31.9,56.150000000000006,124.85,73.6,68.925,50.35,NA,66.76666666666667,63.449999999999996,53.3,46.225,NA,40.4875,95.025,41.25,47.225,32.5,84.6,24.3,45.224999999999994,71.475,27.15,77.95,82.425,45.900000000000006,74.05,49.7,44.05,NA,55.3,58.733333333333334,NA,32.05,NA,21.25,48.95,NA,63.199999999999996,NA,44.974999999999994,116,76.55,42.675,NA,42.875,78.5,62.824999999999996,40.95,18.75,NA,NA,105.5,34.55,86.65,NA,93.05,83.55,94.3,35,46.7,NA,NA,NA,45.325,43.8,NA,NA,NA,52.4,44.5,31.1,39.3,41.5,11.7,64.4
2008,NA,NA,NA,35.45,31.35,105.31666666666666,48.5,49.900000000000006,77.15,79.2375,28.25,57.55,141.11666666666667,85.6,71.19166666666666,54.05,NA,73.30000000000001,68.15,58.1,51.849999999999994,NA,41.75,95.525,41.412499999999994,49.65,31.349999999999998,97.4,25.35,51.8,79.05000000000001,24.2,83.6,81.6,49.75,83.08333333333333,59.61666666666667,38.55,NA,62.483333333333334,62.175,NA,46.5,NA,22.45,59.7,NA,70.4,NA,50.3,116.5,82.65,47.25,NA,47.95,89.95,68.25,46.05,19.9,NA,NA,112.5,43.1,89.64166666666667,NA,95.55000000000001,87.45,112,38.7,54.45,NA,NA,NA,49.849999999999994,50.2,NA,NA,NA,68.65,NA,NA,52.349999999999994,57,30.225,73.4
2009,NA,NA,NA,NA,NA,85.6,NA,49.150000000000006,75.55000000000001,77.025,28.95,59.675,NA,NA,66.15,NA,45.3,71.95,68.1,58.266666666666666,51.65,NA,43.45,NA,43.974999999999994,NA,35.9,NA,NA,48.449999999999996,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.65,NA,NA,NA,NA,23.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.45,NA,NA,NA,NA,NA,NA,NA,NA,85.05000000000001,NA,NA,NA,76.4,35.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.2,NA,NA,54.2,57.4,28.2,71.6
2010,NA,NA,NA,NA,NA,85.35,NA,48.025,73.82499999999999,76.55,30.75,54.45,NA,NA,66.575,NA,48.05,64.375,60.3,53.3,48.925,NA,44.225,NA,43.525000000000006,NA,37.85,NA,NA,48.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.4,NA,NA,NA,NA,23.325,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.2,NA,NA,NA,NA,NA,NA,NA,NA,89.575,NA,NA,NA,111,41.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.65,NA,NA,49.45,52.25,17.6,NA
2011,NA,NA,NA,NA,NA,115,NA,48.05,83.5,85.05,26.35,52.95,NA,NA,74.85,NA,45.3,68.65,64.75,55.25,47,NA,41.75,NA,38.2,NA,34.7,NA,NA,48.975,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.05,NA,NA,NA,58.55,23.075,NA,NA,NA,NA,NA,NA,NA,NA,18.8,46.025,NA,NA,NA,NA,22.95,27.95,NA,NA,92.1,NA,NA,NA,90.7,39.5,NA,13.4,57.5,17.2,NA,NA,21.15,18.95,16.700000000000003,54.8,NA,NA,43.900000000000006,47.7,12.85,NA
2012,NA,NA,NA,NA,NA,105.5,NA,48.95,84.6,83.94999999999999,26.25,62.75,NA,NA,72.3,NA,46.65,69.95,66.05,60.3,52.099999999999994,NA,41.3,NA,41.5,NA,31.35,NA,NA,49.900000000000006,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.9,NA,NA,NA,53.6,21.549999999999997,NA,NA,NA,NA,NA,NA,NA,NA,18.15,45.55,NA,NA,NA,NA,22.3,25.35,NA,NA,93.6,NA,NA,NA,100,41,NA,12.3,56.2,14.9,NA,NA,22,16,15.799999999999999,68.7,NA,NA,48.650000000000006,54,25.25,NA
2013,NA,NA,NA,NA,NA,112,49.45,50.599999999999994,86.35,84.80000000000001,26.4,59.6,170,94.9,75.55,NA,47.65,76.7,70.95,60.05,50.2,NA,40.95,NA,41.25,NA,30.7,110.5,NA,47.5,76.65,NA,94.35,NA,53.650000000000006,108.5,67.95,42.099999999999994,NA,55.5,66.85,NA,NA,54.349999999999994,20.2,61.599999999999994,NA,NA,NA,52.55,117,NA,51.8,19.25,43.45,NA,NA,47.599999999999994,17.799999999999997,21,25.15,NA,NA,91.80000000000001,NA,NA,88.1,96.8,40.5,57.8,13.65,51.7,14.600000000000001,NA,NA,20.55,14.45,14.75,NA,NA,NA,NA,59.35,NA,73.55
2014,NA,NA,NA,NA,NA,102.85,46.95,47.55,86.05,83.69999999999999,23.049999999999997,57.6,129,80.95,69.75,NA,45.900000000000006,65.95,61.65,56.85,50.55,NA,40.3,NA,40.3,NA,30.2,78.5,NA,45.55,74.5,NA,83.94999999999999,NA,48.1,96.35,54.75,39.5,NA,57.7,59.35,NA,NA,57.55,19.200000000000003,53.9,NA,NA,NA,48.25,93.9,NA,48.75,16.45,42.900000000000006,NA,NA,45.05,18.3,20.8,21.5,NA,NA,87.55,NA,NA,84.44999999999999,108.5,40.2,53.650000000000006,13.950000000000001,53.85,15.2,NA,NA,17.7,14.55,13.3,NA,NA,NA,NA,52.75,NA,66.65
2015,NA,NA,NA,NA,40.3,102.95,49.1,48.75,82.8,82.9,32.2,55.35,123,86.6,75,NA,46.3,67.8,64,54.3,49.7,NA,40.7,NA,43.65,54.7,40.3,82.55000000000001,27.6,50,76.6,26.85,84.9,87.6,50.25,98.25,57.5,46.5,76.5,60.900000000000006,63.75,NA,43.2,57.3,23.1,59.3,NA,64.65,27.4,50.099999999999994,115,NA,46.8,19.65,47.75,NA,63.95,47.4,18.8,23.15,23.75,NA,NA,91.7,NA,94.19999999999999,87,118,41.05,54.2,14.5,54.75,16.85,49.55,49.1,23.1,18.4,15.399999999999999,67.2,NA,47.45,49.6,53.150000000000006,19,68.75
