"","Year","Locator","Z_scores"
"1",1980,"0311",NA
"2",1980,"0317",2.35241616582862
"3",1980,"0321",1.95981171310568
"4",1980,"0322",-0.0101743839638904
"5",1980,"0430",1.15010499696126
"6",1980,"0434",1.25074750228785
"7",1980,"0438",NA
"8",1980,"0440",2.03300379122492
"9",1980,"0442",1.88564322353378
"10",1980,"0444",1.06733788380921
"11",1980,"0446",2.0308744286846
"12",1980,"0470",3.98581638374217
"13",1980,"0474",3.43683829536928
"14",1980,"0478",1.88273607495279
"15",1980,"0484",1.47345308388195
"16",1980,"0631",3.18237701999186
"17",1980,"A315",1.76489871852013
"18",1980,"A320",3.40504968891253
"19",1980,"A432",0.730682102743202
"20",1980,"A456",0.956098083961168
"21",1980,"A499",1.90425095605961
"22",1980,"A617",NA
"23",1980,"A620",NA
"24",1980,"A630",2.59602546536269
"25",1980,"A680",NA
"26",1980,"A685",NA
"27",1980,"A690",NA
"28",1980,"B484",1.73190920819727
"29",1980,"C320",2.46272943615066
"30",1980,"C370",3.08256896688014
"31",1980,"D320",1.11868432630547
"32",1980,"G320",3.78116264453449
"33",1980,"KSHZ06",NA
"34",1980,"KTHA03",NA
"35",1980,"LSIN1",NA
"36",1980,"LSIN9",NA
"37",1980,"N484",2.10002795152308
"38",1980,"VA12A",NA
"39",1980,"VA41A",NA
"40",1980,"VA42A",NA
"41",1980,"VA45A",NA
"42",1981,"0311",1.88225934536946
"43",1981,"0317",1.62556827296775
"44",1981,"0321",-0.470121184643815
"45",1981,"0322",-0.0106001708974537
"46",1981,"0430",2.10946111963138
"47",1981,"0434",1.87618909377995
"48",1981,"0438",2.68584059057795
"49",1981,"0440",2.03169557133145
"50",1981,"0442",1.56381499519894
"51",1981,"0444",1.89720110400046
"52",1981,"0446",3.12437169453296
"53",1981,"0470",2.40749394658593
"54",1981,"0474",2.64728924898505
"55",1981,"0478",2.31349503844809
"56",1981,"0484",1.74520556606974
"57",1981,"0631",2.45453846435004
"58",1981,"A315",1.62440312208408
"59",1981,"A320",1.36257501339054
"60",1981,"A432",1.57083544264174
"61",1981,"A456",1.46711913315275
"62",1981,"A499",1.59475107381728
"63",1981,"A617",NA
"64",1981,"A620",NA
"65",1981,"A630",1.31342189152792
"66",1981,"A680",NA
"67",1981,"A685",NA
"68",1981,"A690",NA
"69",1981,"B484",2.96107460839905
"70",1981,"C320",1.256889322545
"71",1981,"C370",2.76434338481096
"72",1981,"D320",1.71713183675641
"73",1981,"G320",2.44059501689342
"74",1981,"KSHZ06",NA
"75",1981,"KTHA03",NA
"76",1981,"LSIN1",NA
"77",1981,"LSIN9",NA
"78",1981,"N484",1.63013146918747
"79",1981,"VA12A",NA
"80",1981,"VA41A",NA
"81",1981,"VA42A",NA
"82",1981,"VA45A",NA
"83",1982,"0311",1.23593482829462
"84",1982,"0317",2.51682405596337
"85",1982,"0321",0.604264410118583
"86",1982,"0322",-0.863330883770605
"87",1982,"0430",2.10946111963138
"88",1982,"0434",1.64157327762283
"89",1982,"0438",1.56166814700198
"90",1982,"0440",2.4338435104222
"91",1982,"0442",2.35892062925113
"92",1982,"0444",1.48247432670853
"93",1982,"0446",1.89399819622758
"94",1982,"0470",1.26733303362263
"95",1982,"0474",1.80985193879476
"96",1982,"0478",1.88273607495279
"97",1982,"0484",2.45176456740893
"98",1982,"0631",2.82086235917813
"99",1982,"A315",1.32428001443631
"100",1982,"A320",1.75204457748786
"101",1982,"A432",2.30477174130926
"102",1982,"A456",1.10931373960517
"103",1982,"A499",2.52266105770506
"104",1982,"A617",NA
"105",1982,"A620",NA
"106",1982,"A630",2.44775762782061
"107",1982,"A680",NA
"108",1982,"A685",NA
"109",1982,"A690",NA
"110",1982,"B484",1.93247951265463
"111",1982,"C320",0.795377183148247
"112",1982,"C370",1.00884475493884
"113",1982,"D320",0.535492284790649
"114",1982,"G320",1.73902139178648
"115",1982,"KSHZ06",NA
"116",1982,"KTHA03",NA
"117",1982,"LSIN1",NA
"118",1982,"LSIN9",NA
"119",1982,"N484",2.09359644136114
"120",1982,"VA12A",NA
"121",1982,"VA41A",NA
"122",1982,"VA42A",NA
"123",1982,"VA45A",NA
"124",1983,"0311",0.578337747517254
"125",1983,"0317",2.15029499074031
"126",1983,"0321",NA
"127",1983,"0322",-0.944998990357708
"128",1983,"0430",1.39370915515359
"129",1983,"0434",0.64035040660476
"130",1983,"0438",NA
"131",1983,"0440",1.79042806274268
"132",1983,"0442",0.0828702566153413
"133",1983,"0444",0.0572270701317332
"134",1983,"0446",1.04859828836571
"135",1983,"0470",1.51008159380125
"136",1983,"0474",1.48340807526439
"137",1983,"0478",0.335671396577707
"138",1983,"0484",0.698948615678421
"139",1983,"0631",0.364803085914326
"140",1983,"A315",1.31487662041645
"141",1983,"A320",1.23253312744649
"142",1983,"A432",-0.807300619145787
"143",1983,"A456",1.92644187604679
"144",1983,"A499",0.871979449767173
"145",1983,"A617",NA
"146",1983,"A620",NA
"147",1983,"A630",1.00234568057653
"148",1983,"A680",NA
"149",1983,"A685",NA
"150",1983,"A690",NA
"151",1983,"B484",1.16827892258306
"152",1983,"C320",0.343186014954712
"153",1983,"C370",NA
"154",1983,"D320",1.57129771996419
"155",1983,"G320",1.00780323639788
"156",1983,"KSHZ06",NA
"157",1983,"KTHA03",NA
"158",1983,"LSIN1",NA
"159",1983,"LSIN9",NA
"160",1983,"N484",-0.039289789702765
"161",1983,"VA12A",NA
"162",1983,"VA41A",NA
"163",1983,"VA42A",NA
"164",1983,"VA45A",NA
"165",1984,"0311",1.03613573372101
"166",1984,"0317",1.84324702228339
"167",1984,"0321",NA
"168",1984,"0322",0.583174848124774
"169",1984,"0430",0.00489458530176425
"170",1984,"0434",0.224032376336635
"171",1984,"0438",NA
"172",1984,"0440",0.801444600842894
"173",1984,"0442",0.835272539424306
"174",1984,"0444",1.83794316655327
"175",1984,"0446",0.98743865136625
"176",1984,"0470",0.527740033676246
"177",1984,"0474",1.67013437808563
"178",1984,"0478",0.485323605860912
"179",1984,"0484",0.473537842933036
"180",1984,"0631",0.562476509590554
"181",1984,"A315",2.68974893315106
"182",1984,"A320",0.435883451008464
"183",1984,"A432",-1.20325587322387
"184",1984,"A456",-0.170955882675437
"185",1984,"A499",0.0449147223526365
"186",1984,"A617",NA
"187",1984,"A620",NA
"188",1984,"A630",2.29884935817566
"189",1984,"A680",NA
"190",1984,"A685",NA
"191",1984,"A690",NA
"192",1984,"B484",0.70973440284251
"193",1984,"C320",-0.0907973373473234
"194",1984,"C370",NA
"195",1984,"D320",2.00657288426579
"196",1984,"G320",0.829584854073728
"197",1984,"KSHZ06",NA
"198",1984,"KTHA03",NA
"199",1984,"LSIN1",NA
"200",1984,"LSIN9",NA
"201",1984,"N484",1.08225214824814
"202",1984,"VA12A",NA
"203",1984,"VA41A",NA
"204",1984,"VA42A",NA
"205",1984,"VA45A",NA
"206",1985,"0311",0.89783425632721
"207",1985,"0317",1.72336705766222
"208",1985,"0321",NA
"209",1985,"0322",-0.999334943318162
"210",1985,"0430",-0.84404733540723
"211",1985,"0434",0.0845688719802528
"212",1985,"0438",NA
"213",1985,"0440",0.636812189269738
"214",1985,"0442",0.336453593210948
"215",1985,"0444",2.25222347953996
"216",1985,"0446",-0.0664020534427792
"217",1985,"0470",-0.61945901094618
"218",1985,"0474",0.174702586961006
"219",1985,"0478",-0.273356150687348
"220",1985,"0484",-0.215905524165678
"221",1985,"0631",0.364803085914326
"222",1985,"A315",1.32411363258009
"223",1985,"A320",0.0291688991957277
"224",1985,"A432",-1.10346717193246
"225",1985,"A456",0.188117050747341
"226",1985,"A499",-0.783359749056978
"227",1985,"A617",NA
"228",1985,"A620",NA
"229",1985,"A630",1.54218977914147
"230",1985,"A680",NA
"231",1985,"A685",NA
"232",1985,"A690",NA
"233",1985,"B484",0.359802374279165
"234",1985,"C320",0.343186014954712
"235",1985,"C370",NA
"236",1985,"D320",1.13141833095825
"237",1985,"G320",-0.0291524357212332
"238",1985,"KSHZ06",NA
"239",1985,"KTHA03",NA
"240",1985,"LSIN1",NA
"241",1985,"LSIN9",NA
"242",1985,"N484",0.606610855212723
"243",1985,"VA12A",NA
"244",1985,"VA41A",NA
"245",1985,"VA42A",NA
"246",1985,"VA45A",NA
"247",1986,"0311",1.26303368487583
"248",1986,"0317",1.72336774213516
"249",1986,"0321",NA
"250",1986,"0322",0.201678054596339
"251",1986,"0430",1.95162950463387
"252",1986,"0434",2.18855141612946
"253",1986,"0438",NA
"254",1986,"0440",1.05339986810925
"255",1986,"0442",0.835272539424306
"256",1986,"0444",1.77875024601911
"257",1986,"0446",1.41171296199945
"258",1986,"0470",0.277449814796647
"259",1986,"0474",0.92344061646922
"260",1986,"0478",1.44737855124502
"261",1986,"0484",0.36006121181818
"262",1986,"0631",0.562476509590554
"263",1986,"A315",1.02352744576793
"264",1986,"A320",-0.107235451222145
"265",1986,"A432",0.161229405286817
"266",1986,"A456",1.3649876554424
"267",1986,"A499",0.148371238484411
"268",1986,"A617",NA
"269",1986,"A620",NA
"270",1986,"A630",0.768349470863028
"271",1986,"A680",NA
"272",1986,"A685",NA
"273",1986,"A690",NA
"274",1986,"B484",1.39507948004431
"275",1986,"C320",0.786115488350104
"276",1986,"C370",NA
"277",1986,"D320",0.535492284790649
