"","Year","Locator","mg CaCO3/L"
"1018",2004,"KTHA03",84.8
"1019",2004,"LSIN1",NA
"1020",2004,"LSIN9",NA
"1021",2004,"N484",55.15
"1022",2004,"VA12A",NA
"1023",2004,"VA41A",NA
"1024",2004,"VA42A",NA
"1025",2004,"VA45A",NA
"1026",2005,"0311",39.6
"1027",2005,"0317",114
"1028",2005,"0321",49.35
"1029",2005,"0322",53.2
"1030",2005,"0430",84.95
"1031",2005,"0434",77.2
"1032",2005,"0438",33.1
"1033",2005,"0440",62.85
"1034",2005,"0442",171.5
"1035",2005,"0444",83
"1036",2005,"0446",68.3
"1037",2005,"0470",66.9
"1038",2005,"0474",65.15
"1039",2005,"0478",57.225
"1040",2005,"0484",51.15
"1041",2005,"0631",46.05
"1042",2005,"A315",90.65
"1043",2005,"A320",50.4
"1044",2005,"A432",68.8
"1045",2005,"A456",81.8
"1046",2005,"A499",82.75
"1047",2005,"A617",58.8
"1048",2005,"A620",104.5
"1049",2005,"A630",76.3
"1050",2005,"A680",69.9
"1051",2005,"A685",60.05
"1052",2005,"A690",48.8
"1053",2005,"B484",57.9
"1054",2005,"C320",52.35
"1055",2005,"C370",120
"1056",2005,"D320",49
"1057",2005,"G320",21
"1058",2005,"KSHZ06",89.175
"1059",2005,"KTHA03",83.25
"1060",2005,"LSIN1",NA
"1061",2005,"LSIN9",NA
"1062",2005,"N484",56.35
"1063",2005,"VA12A",NA
"1064",2005,"VA41A",NA
"1065",2005,"VA42A",NA
"1066",2005,"VA45A",NA
"1067",2006,"0311",39.4
"1068",2006,"0317",112.5
"1069",2006,"0321",48.7
"1070",2006,"0322",52.5
"1071",2006,"0430",76.025
"1072",2006,"0434",80.65
"1073",2006,"0438",31.3
"1074",2006,"0440",58.95
"1075",2006,"0442",137
"1076",2006,"0444",79.875
"1077",2006,"0446",74.5
"1078",2006,"0470",72.75
"1079",2006,"0474",61.5333333333333
"1080",2006,"0478",53.675
"1081",2006,"0484",55.4
"1082",2006,"0631",43.15
"1083",2006,"A315",92.775
"1084",2006,"A320",49.6
"1085",2006,"A432",73.375
"1086",2006,"A456",86.15
"1087",2006,"A499",83.9
"1088",2006,"A617",54.2
"1089",2006,"A620",94.75
"1090",2006,"A630",63.55
"1091",2006,"A680",64.4
"1092",2006,"A685",60.95
"1093",2006,"A690",50
"1094",2006,"B484",60.3
"1095",2006,"C320",49.1
"1096",2006,"C370",124.5
"1097",2006,"D320",48.5
"1098",2006,"G320",19.7
"1099",2006,"KSHZ06",90.5
"1100",2006,"KTHA03",87.5
"1101",2006,"LSIN1",NA
"1102",2006,"LSIN9",NA
"1103",2006,"N484",60.1
"1104",2006,"VA12A",NA
"1105",2006,"VA41A",NA
"1106",2006,"VA42A",NA
"1107",2006,"VA45A",NA
"1108",2007,"0311",33.15
"1109",2007,"0317",110
"1110",2007,"0321",43.7166666666667
"1111",2007,"0322",46.2
"1112",2007,"0430",72.35
"1113",2007,"0434",77.15
"1114",2007,"0438",31.9
"1115",2007,"0440",56.15
"1116",2007,"0442",124.85
"1117",2007,"0444",73.6
"1118",2007,"0446",68.925
"1119",2007,"0470",66.7666666666667
"1120",2007,"0474",63.45
"1121",2007,"0478",53.3
"1122",2007,"0484",46.225
"1123",2007,"0631",41.25
"1124",2007,"A315",84.6
"1125",2007,"A320",45.225
"1126",2007,"A432",71.475
"1127",2007,"A456",77.95
"1128",2007,"A499",82.425
"1129",2007,"A617",45.9
"1130",2007,"A620",74.05
"1131",2007,"A630",49.7
"1132",2007,"A680",55.3
"1133",2007,"A685",58.7333333333333
"1134",2007,"A690",32.05
"1135",2007,"B484",48.95
"1136",2007,"C320",44.975
"1137",2007,"C370",116
"1138",2007,"D320",42.875
"1139",2007,"G320",18.75
"1140",2007,"KSHZ06",86.65
"1141",2007,"KTHA03",83.55
"1142",2007,"LSIN1",94.3
"1143",2007,"LSIN9",35
"1144",2007,"N484",46.7
"1145",2007,"VA12A",52.4
"1146",2007,"VA41A",39.3
"1147",2007,"VA42A",41.5
"1148",2007,"VA45A",11.7
"1149",2008,"0311",31.35
"1150",2008,"0317",105.316666666667
"1151",2008,"0321",48.5
"1152",2008,"0322",49.9
"1153",2008,"0430",77.15
"1154",2008,"0434",79.2375
"1155",2008,"0438",28.25
"1156",2008,"0440",57.55
"1157",2008,"0442",141.116666666667
"1158",2008,"0444",85.6
"1159",2008,"0446",71.1916666666667
"1160",2008,"0470",73.3
"1161",2008,"0474",68.15
"1162",2008,"0478",58.1
"1163",2008,"0484",51.85
"1164",2008,"0631",41.4125
"1165",2008,"A315",97.4
"1166",2008,"A320",51.8
"1167",2008,"A432",79.05
"1168",2008,"A456",83.6
"1169",2008,"A499",81.6
"1170",2008,"A617",49.75
"1171",2008,"A620",83.0833333333333
"1172",2008,"A630",59.6166666666667
"1173",2008,"A680",62.4833333333333
"1174",2008,"A685",62.175
"1175",2008,"A690",46.5
"1176",2008,"B484",59.7
"1177",2008,"C320",50.3
"1178",2008,"C370",116.5
"1179",2008,"D320",47.95
"1180",2008,"G320",19.9
"1181",2008,"KSHZ06",89.6416666666667
"1182",2008,"KTHA03",87.45
"1183",2008,"LSIN1",112
"1184",2008,"LSIN9",38.7
"1185",2008,"N484",54.45
"1186",2008,"VA12A",68.65
"1187",2008,"VA41A",52.35
"1188",2008,"VA42A",57
"1189",2008,"VA45A",30.225
"1190",2009,"0311",NA
"1191",2009,"0317",85.6
"1192",2009,"0321",NA
"1193",2009,"0322",49.15
"1194",2009,"0430",75.55
"1195",2009,"0434",77.025
"1196",2009,"0438",28.95
"1197",2009,"0440",59.675
"1198",2009,"0442",NA
"1199",2009,"0444",NA
"1200",2009,"0446",66.15
"1201",2009,"0470",71.95
"1202",2009,"0474",68.1
"1203",2009,"0478",58.2666666666667
"1204",2009,"0484",51.65
"1205",2009,"0631",43.975
"1206",2009,"A315",NA
"1207",2009,"A320",48.45
"1208",2009,"A432",NA
"1209",2009,"A456",NA
"1210",2009,"A499",NA
"1211",2009,"A617",NA
"1212",2009,"A620",NA
"1213",2009,"A630",NA
"1214",2009,"A680",62.65
"1215",2009,"A685",NA
"1216",2009,"A690",NA
"1217",2009,"B484",NA
"1218",2009,"C320",NA
"1219",2009,"C370",NA
"1220",2009,"D320",48.45
"1221",2009,"G320",NA
"1222",2009,"KSHZ06",85.05
"1223",2009,"KTHA03",NA
"1224",2009,"LSIN1",76.4
"1225",2009,"LSIN9",35.2
"1226",2009,"N484",NA
"1227",2009,"VA12A",71.2
"1228",2009,"VA41A",54.2
"1229",2009,"VA42A",57.4
"1230",2009,"VA45A",28.2
"1231",2010,"0311",NA
"1232",2010,"0317",85.35
"1233",2010,"0321",NA
"1234",2010,"0322",48.025
"1235",2010,"0430",73.825
"1236",2010,"0434",76.55
"1237",2010,"0438",30.75
"1238",2010,"0440",54.45
"1239",2010,"0442",NA
"1240",2010,"0444",NA
"1241",2010,"0446",66.575
"1242",2010,"0470",64.375
"1243",2010,"0474",60.3
"1244",2010,"0478",53.3
"1245",2010,"0484",48.925
"1246",2010,"0631",43.525
"1247",2010,"A315",NA
"1248",2010,"A320",48.2
"1249",2010,"A432",NA
"1250",2010,"A456",NA
"1251",2010,"A499",NA
"1252",2010,"A617",NA
"1253",2010,"A620",NA
"1254",2010,"A630",NA
"1255",2010,"A680",43.4
"1256",2010,"A685",NA
"1257",2010,"A690",NA
"1258",2010,"B484",NA
"1259",2010,"C320",NA
"1260",2010,"C370",NA
"1261",2010,"D320",45.2
"1262",2010,"G320",NA
"1263",2010,"KSHZ06",89.575
"1264",2010,"KTHA03",NA
"1265",2010,"LSIN1",111
"1266",2010,"LSIN9",41.6
"1267",2010,"N484",NA
"1268",2010,"VA12A",60.65
"1269",2010,"VA41A",49.45
"1270",2010,"VA42A",52.25
"1271",2010,"VA45A",17.6
"1272",2011,"0311",NA
"1273",2011,"0317",115
"1274",2011,"0321",NA
"1275",2011,"0322",48.05
"1276",2011,"0430",83.5
"1277",2011,"0434",85.05
"1278",2011,"0438",26.35
"1279",2011,"0440",52.95
"1280",2011,"0442",NA
"1281",2011,"0444",NA
"1282",2011,"0446",74.85
"1283",2011,"0470",68.65
"1284",2011,"0474",64.75
"1285",2011,"0478",55.25
"1286",2011,"0484",47
"1287",2011,"0631",38.2
"1288",2011,"A315",NA
"1289",2011,"A320",48.975
"1290",2011,"A432",NA
"1291",2011,"A456",NA
"1292",2011,"A499",NA
"1293",2011,"A617",NA
"1294",2011,"A620",NA
"1295",2011,"A630",NA
"1296",2011,"A680",48.05
"1297",2011,"A685",NA
"1298",2011,"A690",NA
"1299",2011,"B484",NA
"1300",2011,"C320",NA
"1301",2011,"C370",NA
"1302",2011,"D320",46.025
"1303",2011,"G320",NA
"1304",2011,"KSHZ06",92.1
"1305",2011,"KTHA03",NA
"1306",2011,"LSIN1",90.7
"1307",2011,"LSIN9",39.5
"1308",2011,"N484",NA
"1309",2011,"VA12A",54.8
"1310",2011,"VA41A",43.9
"1311",2011,"VA42A",47.7
"1312",2011,"VA45A",12.85
"1313",2012,"0311",NA
"1314",2012,"0317",105.5
"1315",2012,"0321",NA
"1316",2012,"0322",48.95
"1317",2012,"0430",84.6
"1318",2012,"0434",83.95
"1319",2012,"0438",26.25
"1320",2012,"0440",62.75
"1321",2012,"0442",NA
"1322",2012,"0444",NA
"1323",2012,"0446",72.3
"1324",2012,"0470",69.95
"1325",2012,"0474",66.05
"1326",2012,"0478",60.3
"1327",2012,"0484",52.1
"1328",2012,"0631",41.5
"1329",2012,"A315",NA
"1330",2012,"A320",49.9
"1331",2012,"A432",NA
"1332",2012,"A456",NA
"1333",2012,"A499",NA
"1334",2012,"A617",NA
"1335",2012,"A620",NA
"1336",2012,"A630",NA
"1337",2012,"A680",65.9
"1338",2012,"A685",NA
"1339",2012,"A690",NA
"1340",2012,"B484",NA
"1341",2012,"C320",NA
"1342",2012,"C370",NA
"1343",2012,"D320",45.55
"1344",2012,"G320",NA
"1345",2012,"KSHZ06",93.6
"1346",2012,"KTHA03",NA
"1347",2012,"LSIN1",100
"1348",2012,"LSIN9",41
"1349",2012,"N484",NA
"1350",2012,"VA12A",68.7
"1351",2012,"VA41A",48.65
"1352",2012,"VA42A",54
"1353",2012,"VA45A",25.25
"1354",2013,"0311",NA
"1355",2013,"0317",112
"1356",2013,"0321",49.45
"1357",2013,"0322",50.6
"1358",2013,"0430",86.35
"1359",2013,"0434",84.8
"1360",2013,"0438",26.4
"1361",2013,"0440",59.6
"1362",2013,"0442",170
"1363",2013,"0444",94.9
"1364",2013,"0446",75.55
"1365",2013,"0470",76.7
"1366",2013,"0474",70.95
"1367",2013,"0478",60.05
"1368",2013,"0484",50.2
"1369",2013,"0631",41.25
"1370",2013,"A315",110.5
"1371",2013,"A320",47.5
"1372",2013,"A432",76.65
"1373",2013,"A456",94.35
"1374",2013,"A499",NA
"1375",2013,"A617",53.65
"1376",2013,"A620",108.5
"1377",2013,"A630",67.95
"1378",2013,"A680",55.5
"1379",2013,"A685",66.85
"1380",2013,"A690",NA
"1381",2013,"B484",61.6
"1382",2013,"C320",52.55
"1383",2013,"C370",117
"1384",2013,"D320",43.45
"1385",2013,"G320",17.8
"1386",2013,"KSHZ06",91.8
"1387",2013,"KTHA03",88.1
"1388",2013,"LSIN1",96.8
"1389",2013,"LSIN9",40.5
"1390",2013,"N484",57.8
"1391",2013,"VA12A",NA
"1392",2013,"VA41A",NA
"1393",2013,"VA42A",59.35
"1394",2013,"VA45A",NA
"1395",2014,"0311",NA
"1396",2014,"0317",102.85
"1397",2014,"0321",46.95
"1398",2014,"0322",47.55
"1399",2014,"0430",86.05
"1400",2014,"0434",83.7
"1401",2014,"0438",23.05
"1402",2014,"0440",57.6
"1403",2014,"0442",129
"1404",2014,"0444",80.95
"1405",2014,"0446",69.75
"1406",2014,"0470",65.95
"1407",2014,"0474",61.65
"1408",2014,"0478",56.85
"1409",2014,"0484",50.55
"1410",2014,"0631",40.3
"1411",2014,"A315",78.5
"1412",2014,"A320",45.55
"1413",2014,"A432",74.5
"1414",2014,"A456",83.95
"1415",2014,"A499",NA
"1416",2014,"A617",48.1
"1417",2014,"A620",96.35
"1418",2014,"A630",54.75
"1419",2014,"A680",57.7
"1420",2014,"A685",59.35
"1421",2014,"A690",NA
"1422",2014,"B484",53.9
"1423",2014,"C320",48.25
"1424",2014,"C370",93.9
"1425",2014,"D320",42.9
"1426",2014,"G320",18.3
"1427",2014,"KSHZ06",87.55
"1428",2014,"KTHA03",84.45
"1429",2014,"LSIN1",108.5
"1430",2014,"LSIN9",40.2
"1431",2014,"N484",53.65
"1432",2014,"VA12A",NA
"1433",2014,"VA41A",NA
"1434",2014,"VA42A",52.75
"1435",2014,"VA45A",NA
"1436",2015,"0311",40.3
"1437",2015,"0317",102.95
"1438",2015,"0321",49.1
"1439",2015,"0322",48.75
"1440",2015,"0430",82.8
"1441",2015,"0434",82.9
"1442",2015,"0438",32.2
"1443",2015,"0440",55.35
"1444",2015,"0442",123
"1445",2015,"0444",86.6
"1446",2015,"0446",75
"1447",2015,"0470",67.8
"1448",2015,"0474",64
"1449",2015,"0478",54.3
"1450",2015,"0484",49.7
"1451",2015,"0631",43.65
"1452",2015,"A315",82.55
"1453",2015,"A320",50
"1454",2015,"A432",76.6
"1455",2015,"A456",84.9
"1456",2015,"A499",87.6
"1457",2015,"A617",50.25
"1458",2015,"A620",98.25
"1459",2015,"A630",57.5
"1460",2015,"A680",60.9
"1461",2015,"A685",63.75
"1462",2015,"A690",43.2
"1463",2015,"B484",59.3
"1464",2015,"C320",50.1
"1465",2015,"C370",115
"1466",2015,"D320",47.75
"1467",2015,"G320",18.8
"1468",2015,"KSHZ06",91.7
"1469",2015,"KTHA03",87
"1470",2015,"LSIN1",118
"1471",2015,"LSIN9",41.05
"1472",2015,"N484",54.2
"1473",2015,"VA12A",67.2
"1474",2015,"VA41A",49.6
"1475",2015,"VA42A",53.15
"1476",2015,"VA45A",19
"1477",2016,"0311",37.2
"1478",2016,"0317",89.6
"1479",2016,"0321",48.35
"1480",2016,"0322",51.4
"1481",2016,"0430",77.6
"1482",2016,"0434",78.1
"1483",2016,"0438",28.35
"1484",2016,"0440",62.75
"1485",2016,"0442",146.5
"1486",2016,"0444",85.4
"1487",2016,"0446",68.15
"1488",2016,"0470",74.8
"1489",2016,"0474",71.2
"1490",2016,"0478",60.55
"1491",2016,"0484",55.85
"1492",2016,"0631",49.05
"1493",2016,"A315",77.15
"1494",2016,"A320",50.6
"1495",2016,"A432",72.3
"1496",2016,"A456",78
"1497",2016,"A499",88.75
"1498",2016,"A617",51.05
"1499",2016,"A620",99.1
"1500",2016,"A630",67.95
"1501",2016,"A680",66.95
"1502",2016,"A685",69.25
"1503",2016,"A690",52.9
"1504",2016,"B484",65.1
"1505",2016,"C320",42.4
"1506",2016,"C370",110.5
"1507",2016,"D320",45.3
"1508",2016,"G320",18.85
"1509",2016,"KSHZ06",91.4
"1510",2016,"KTHA03",87.7
"1511",2016,"LSIN1",146
"1512",2016,"LSIN9",38
"1513",2016,"N484",57.95
"1514",2016,"VA12A",69.2
"1515",2016,"VA41A",51.4
"1516",2016,"VA42A",56.3
"1517",2016,"VA45A",26.05
"1518",2017,"0311",31.95
"1519",2017,"0317",95.65
"1520",2017,"0321",47.1
"1521",2017,"0322",49.1
"1522",2017,"0430",76.5
"1523",2017,"0434",82.1
"1524",2017,"0438",26.85
"1525",2017,"0440",50.05
"1526",2017,"0442",99.75
"1527",2017,"0444",71.6
"1528",2017,"0446",68.65
"1529",2017,"0470",62.75
"1530",2017,"0474",56.4
"1531",2017,"0478",48.9
"1532",2017,"0484",41.65
"1533",2017,"0631",42.05
"1534",2017,"A315",79.75
"1535",2017,"A320",45.3
"1536",2017,"A432",64.5
"1537",2017,"A456",77.25
"1538",2017,"A499",86.6
"1539",2017,"A617",42.45
"1540",2017,"A620",81.45
"1541",2017,"A630",49.3
"1542",2017,"A680",32.15
"1543",2017,"A685",58.15
"1544",2017,"A690",35.2
"1545",2017,"B484",45.25
"1546",2017,"C320",47.35
"1547",2017,"C370",105.5
"1548",2017,"D320",43.75
"1549",2017,"G320",17.2
"1550",2017,"KSHZ06",89.95
"1551",2017,"KTHA03",85.7
"1552",2017,"LSIN1",98.5
"1553",2017,"LSIN9",41.1
"1554",2017,"N484",44.2
"1555",2017,"VA12A",53.05
"1556",2017,"VA41A",42
"1557",2017,"VA42A",42.65
"1558",2017,"VA45A",14.31
"1559",2018,"0311",34.35
"1560",2018,"0317",102.1
"1561",2018,"0321",50.55
"1562",2018,"0322",45.95
"1563",2018,"0430",78.55
"1564",2018,"0434",80.7
"1565",2018,"0438",26.7
"1566",2018,"0440",61.2
"1567",2018,"0442",172.5
"1568",2018,"0444",89.6
"1569",2018,"0446",68.65
"1570",2018,"0470",69.1
"1571",2018,"0474",63.6
"1572",2018,"0478",57.1
"1573",2018,"0484",52.25
"1574",2018,"0631",45.2
"1575",2018,"A315",80.4
"1576",2018,"A320",46.65
"1577",2018,"A432",71.8
"1578",2018,"A456",79.35
"1579",2018,"A499",88.9
"1580",2018,"A617",52.15
"1581",2018,"A620",95.3
"1582",2018,"A630",65.2
"1583",2018,"A680",59.85
"1584",2018,"A685",66.15
"1585",2018,"A690",49.35
"1586",2018,"B484",59.75
"1587",2018,"C320",46.55
"1588",2018,"C370",106
"1589",2018,"D320",45.8
"1590",2018,"G320",18.2
"1591",2018,"KSHZ06",88.15
"1592",2018,"KTHA03",87.475
"1593",2018,"LSIN1",112
"1594",2018,"LSIN9",40.45
"1595",2018,"N484",54.45
"1596",2018,"VA12A",65.65
"1597",2018,"VA41A",46.65
"1598",2018,"VA42A",52.35
"1599",2018,"VA45A",23.75
"1600",2019,"0311",39.6
"1601",2019,"0317",82.45
"1602",2019,"0321",55.25
"1603",2019,"0322",49.95
"1604",2019,"0430",78.6
"1605",2019,"0434",70.8
"1606",2019,"0438",27.7
"1607",2019,"0440",63.2
"1608",2019,"0442",127
"1609",2019,"0444",65.65
"1610",2019,"0446",69.8
"1611",2019,"0470",69.05
"1612",2019,"0474",60.15
"1613",2019,"0478",54.45
"1614",2019,"0484",52.9
"1615",2019,"0631",42.8
"1616",2019,"A315",79.45
"1617",2019,"A320",51.05
"1618",2019,"A432",71.65
"1619",2019,"A456",82.85
"1620",2019,"A499",88.15
"1621",2019,"A617",42.9
"1622",2019,"A620",74.45
"1623",2019,"A630",54.05
"1624",2019,"A680",72.35
"1625",2019,"A685",72.525
"1626",2019,"A690",54.05
"1627",2019,"B484",67.65
"1628",2019,"C320",48.1
"1629",2019,"C370",97.75
"1630",2019,"D320",47.225
"1631",2019,"G320",20.1
"1632",2019,"KSHZ06",89.2
"1633",2019,"KTHA03",88.75
"1634",2019,"LSIN1",108.5
"1635",2019,"LSIN9",43.15
"1636",2019,"N484",57.65
"1637",2019,"VA12A",75.85
"1638",2019,"VA41A",52.2
"1639",2019,"VA42A",58.7
"1640",2019,"VA45A",36.4
"1641",2020,"0311",34.55
"1642",2020,"0317",92.45
"1643",2020,"0321",54.15
"1644",2020,"0322",47.85
"1645",2020,"0430",86.7
"1646",2020,"0434",79.6
"1647",2020,"0438",26.35
"1648",2020,"0440",63.75
"1649",2020,"0442",145
"1650",2020,"0444",75.4
"1651",2020,"0446",69.2
"1652",2020,"0470",66.95
"1653",2020,"0474",65.3
"1654",2020,"0478",56.1
"1655",2020,"0484",52.75
"1656",2020,"0631",43.25
"1657",2020,"A315",85.35
"1658",2020,"A320",51.3
"1659",2020,"A432",70.65
"1660",2020,"A456",80.1
"1661",2020,"A499",87.775
"1662",2020,"A617",53.6
"1663",2020,"A620",93.4
"1664",2020,"A630",56.8
"1665",2020,"A680",69.2
"1666",2020,"A685",69
"1667",2020,"A690",56.65
"1668",2020,"B484",61.15
"1669",2020,"C320",46.9
"1670",2020,"C370",103
"1671",2020,"D320",51.45
"1672",2020,"G320",20.2
"1673",2020,"KSHZ06",88.4
"1674",2020,"KTHA03",86.45
"1675",2020,"LSIN1",143
"1676",2020,"LSIN9",42.25
"1677",2020,"N484",58.2
"1678",2020,"VA12A",75.9
"1679",2020,"VA41A",53.8
"1680",2020,"VA42A",60.2
"1681",2020,"VA45A",37.2
"1682",2021,"0311",32.05
"1683",2021,"0317",101.5
"1684",2021,"0321",55.35
"1685",2021,"0322",47.75
"1686",2021,"0430",88.25
"1687",2021,"0434",84.65
"1688",2021,"0438",25.3
"1689",2021,"0440",62.525
"1690",2021,"0442",155
"1691",2021,"0444",75.8
"1692",2021,"0446",75.15
"1693",2021,"0470",71.75
"1694",2021,"0474",64.15
"1695",2021,"0478",58.85
"1696",2021,"0484",NA
"1697",2021,"0631",43.35
"1698",2021,"A315",79.4
"1699",2021,"A320",51.65
"1700",2021,"A432",74.875
"1701",2021,"A456",80.3
"1702",2021,"A499",89.2
"1703",2021,"A617",49.55
"1704",2021,"A620",98.3
"1705",2021,"A630",64.3
"1706",2021,"A680",69.95
"1707",2021,"A685",69.2
"1708",2021,"A690",53.15
"1709",2021,"B484",58.1
"1710",2021,"C320",52.05
"1711",2021,"C370",111.5
"1712",2021,"D320",50.25
"1713",2021,"G320",19.6
"1714",2021,"KSHZ06",91.95
"1715",2021,"KTHA03",88.5
"1716",2021,"LSIN1",138
"1717",2021,"LSIN9",41.4
"1718",2021,"N484",56.55
"1719",2021,"VA12A",73.6
"1720",2021,"VA41A",51.8
"1721",2021,"VA42A",57.55
"1722",2021,"VA45A",34.95
"1723",2022,"0311",28.95
"1724",2022,"0317",90.85
"1725",2022,"0321",51.05
"1726",2022,"0322",46.55
"1727",2022,"0430",81.75
"1728",2022,"0434",81.3
"1729",2022,"0438",23.3
"1730",2022,"0440",54.2
"1731",2022,"0442",104.6
"1732",2022,"0444",69.15
"1733",2022,"0446",74.1
"1734",2022,"0470",61.4
"1735",2022,"0474",60.75
"1736",2022,"0478",53.3
"1737",2022,"0484",NA
"1738",2022,"0631",33.55
"1739",2022,"A315",85.3
"1740",2022,"A320",44.45
"1741",2022,"A432",69.35
"1742",2022,"A456",82.7
"1743",2022,"A499",88.9
"1744",2022,"A617",44.75
"1745",2022,"A620",85.05
"1746",2022,"A630",47.65
"1747",2022,"A680",32.15
"1748",2022,"A685",58.05
"1749",2022,"A690",36.25
"1750",2022,"B484",49.3
"1751",2022,"C320",48.25
"1752",2022,"C370",112.5
"1753",2022,"D320",44.45
"1754",2022,"G320",17.85
"1755",2022,"KSHZ06",88.65
"1756",2022,"KTHA03",85.625
"1757",2022,"LSIN1",107.5
"1758",2022,"LSIN9",41.65
"1759",2022,"N484",47.6
"1760",2022,"VA12A",59.6
"1761",2022,"VA41A",42.55
"1762",2022,"VA42A",48.6
"1763",2022,"VA45A",16.2
