"","Year","Locator","Z_scores"
"1",1980,"0311",1.52009196490266
"2",1980,"0317",2.02096217115438
"3",1980,"0321",-0.358783154328908
"4",1980,"0322",-0.0346958095517302
"5",1980,"0430",-0.0411877418596926
"6",1980,"0434",0.00326640334493043
"7",1980,"0438",-0.0433416010082546
"8",1980,"0440",0.202190285858537
"9",1980,"0442",-0.606313158593159
"10",1980,"0444",1.76158856108161
"11",1980,"0446",-0.347436682054144
"12",1980,"0470",-0.787450709057025
"13",1980,"0474",0.0686461990395963
"14",1980,"0478",-0.536832752987546
"15",1980,"0484",-1.52440944924613
"16",1980,"0631",-0.705152060178364
"17",1980,"A315",2.18867407357974
"18",1980,"A320",-0.0920086117322492
"19",1980,"A432",-0.510689472924431
"20",1980,"A456",-0.558798819190214
"21",1980,"A499",-0.285559439114235
"22",1980,"A617",NA
"23",1980,"A620",NA
"24",1980,"A630",-0.547870610994302
"25",1980,"A680",NA
"26",1980,"A685",NA
"27",1980,"A690",NA
"28",1980,"B484",-0.992148418206511
"29",1980,"C320",1.15770684460609
"30",1980,"C370",-0.679918869583463
"31",1980,"D320",0.0186626603436743
"32",1980,"G320",0.487508029798818
"33",1980,"KSHZ06",NA
"34",1980,"KTHA03",NA
"35",1980,"N484",0.532093558044808
"36",1980,"VA12A",NA
"37",1980,"VA41A",NA
"38",1980,"VA42A",NA
"39",1980,"VA45A",NA
"40",1981,"0311",2.9023711137628
"41",1981,"0317",0.993497702297855
"42",1981,"0321",-0.0766002304782377
"43",1981,"0322",0.117813243422909
"44",1981,"0430",0.0165858294221671
"45",1981,"0434",-0.551032346097847
"46",1981,"0438",-0.470190701847122
"47",1981,"0440",0.611305993075812
"48",1981,"0442",-0.497497656271186
"49",1981,"0444",2.27207379717506
"50",1981,"0446",-0.149109206806797
"51",1981,"0470",0.807327656805454
"52",1981,"0474",-0.557981544966859
"53",1981,"0478",0.0549562380764076
"54",1981,"0484",-0.57042071027549
"55",1981,"0631",1.10800677639671
"56",1981,"A315",0.661130453233381
"57",1981,"A320",0.00163883023441699
"58",1981,"A432",-0.418153204793475
"59",1981,"A456",-0.225474602409129
"60",1981,"A499",0.989278130020978
"61",1981,"A617",NA
"62",1981,"A620",NA
"63",1981,"A630",0.640998707619011
"64",1981,"A680",NA
"65",1981,"A685",NA
"66",1981,"A690",NA
"67",1981,"B484",0.31067273701416
"68",1981,"C320",0.69464785337859
"69",1981,"C370",0.788003191746282
"70",1981,"D320",0.167963943093073
"71",1981,"G320",0.969944293745884
"72",1981,"KSHZ06",NA
"73",1981,"KTHA03",NA
"74",1981,"N484",0.917414042620272
"75",1981,"VA12A",NA
"76",1981,"VA41A",NA
"77",1981,"VA42A",NA
"78",1981,"VA45A",NA
"79",1982,"0311",0.291399388138085
"80",1982,"0317",1.08415633190284
"81",1982,"0321",0.111521718755543
"82",1982,"0322",-0.797241074424928
"83",1982,"0430",0.363227257113324
"84",1982,"0434",-0.273882971376458
"85",1982,"0438",0.383507499830614
"86",1982,"0440",0.702220594679651
"87",1982,"0442",-0.27986665162724
"88",1982,"0444",0.944812183332098
