"","Year","Locator","Z_scores"
"1",1980,"0311",0.887608056650324
"2",1980,"0317",1.76354963232717
"3",1980,"0321",-0.318796347918762
"4",1980,"0322",0.15130569071714
"5",1980,"0430",1.91992124577544
"6",1980,"0434",0.816779591824552
"7",1980,"0438",0.507985080450387
"8",1980,"0440",0.889316540344036
"9",1980,"0442",1.59575987380992
"10",1980,"0444",-0.0754613865700436
"11",1980,"0446",1.37131535809477
"12",1980,"0470",0.910762466146016
"13",1980,"0474",-0.0378543910508205
"14",1980,"0478",0.630955363685725
"15",1980,"0484",-0.423099543665401
"16",1980,"0631",-2.11265461356091
"17",1980,"A315",2.3997202918495
"18",1980,"A320",0.370283831763389
"19",1980,"A432",0.823308609110542
"20",1980,"A456",1.17614440405765
"21",1980,"A499",-0.533095992592288
"22",1980,"A617",NA
"23",1980,"A620",NA
"24",1980,"A630",-1.66539790552455
"25",1980,"A680",NA
"26",1980,"A685",NA
"27",1980,"A690",NA
"28",1980,"B484",1.8747605316648
"29",1980,"C320",0.701881150536508
"30",1980,"C370",0.956191215195361
"31",1980,"D320",0.852576699885321
"32",1980,"G320",-0.731254137539939
"33",1980,"KSHZ06",NA
"34",1980,"KTHA03",NA
"35",1980,"N484",-0.411309437097236
"36",1980,"VA12A",NA
"37",1980,"VA41A",NA
"38",1980,"VA42A",NA
"39",1980,"VA45A",NA
"40",1981,"0311",0.279890663330006
"41",1981,"0317",0.113419778094543
"42",1981,"0321",0.805796952392722
"43",1981,"0322",-0.762142671091821
"44",1981,"0430",-0.823329712744386
"45",1981,"0434",-0.346923280808382
"46",1981,"0438",-1.38269735801737
"47",1981,"0440",-0.441370235986326
"48",1981,"0442",0.310252306991703
"49",1981,"0444",-0.0754613865700436
"50",1981,"0446",-1.31999273857686
"51",1981,"0470",0.487304696699861
"52",1981,"0474",-1.43305908978102
"53",1981,"0478",-1.8961310605976
"54",1981,"0484",0.0239901803109186
"55",1981,"0631",-1.65792229779008
"56",1981,"A315",0.0294937689501073
"57",1981,"A320",-1.03876083777872
"58",1981,"A432",-0.774155856327825
"59",1981,"A456",0.457184658630563
"60",1981,"A499",-1.00535182002839
"61",1981,"A617",NA
"62",1981,"A620",NA
"63",1981,"A630",-0.830558338487821
"64",1981,"A680",NA
"65",1981,"A685",NA
"66",1981,"A690",NA
"67",1981,"B484",0.907408901213722
"68",1981,"C320",-1.06058902223927
"69",1981,"C370",0.251629267156674
"70",1981,"D320",-1.39655201760357
