"","Year","Locator","Z_scores"
"1",1980,"0311",1.42575200916329
"2",1980,"0317",0.905504162660471
"3",1980,"0321",-2.07449889819802
"4",1980,"0322",-1.44440098706939
"5",1980,"0430",-0.89678326303902
"6",1980,"0434",-1.17020156578872
"7",1980,"0438",1.29003304358276
"8",1980,"0440",-1.39049297563307
"9",1980,"0442",-0.781676185653923
"10",1980,"0444",-0.992423952314271
"11",1980,"0446",-1.08810249870007
"12",1980,"0470",-1.76567265579849
"13",1980,"0474",-1.77419250995585
"14",1980,"0478",-1.64988004737036
"15",1980,"0484",-1.31739313179735
"16",1980,"0631",-0.687975506494865
"17",1980,"A315",-1.26357434505815
"18",1980,"A320",-1.61704860667604
"19",1980,"A432",-0.0216304551228055
"20",1980,"A456",-0.909857101634895
"21",1980,"A499",-1.11141502306125
"22",1980,"A617",NA
"23",1980,"A620",NA
"24",1980,"A630",-0.393366389059172
"25",1980,"A680",NA
"26",1980,"A685",NA
"27",1980,"A690",NA
"28",1980,"B484",-1.54387082102518
"29",1980,"C320",-2.42635941637366
"30",1980,"C370",-1.8451472767896
"31",1980,"D320",-1.81878344606248
"32",1980,"G320",-1.36248797571521
"33",1980,"KSHZ06",NA
"34",1980,"KTHA03",NA
"35",1980,"LSIN1",NA
"36",1980,"LSIN9",NA
"37",1980,"N484",-1.88919671308654
"38",1980,"VA12A",NA
"39",1980,"VA41A",NA
"40",1980,"VA42A",NA
"41",1980,"VA45A",NA
"42",1981,"0311",-0.0501252110236906
"43",1981,"0317",1.35094021579246
"44",1981,"0321",-1.74390559307742
"45",1981,"0322",-1.77392030369171
"46",1981,"0430",-0.628164746942967
"47",1981,"0434",0.161540607126923
"48",1981,"0438",1.1759104894997
"49",1981,"0440",-0.958571674577902
"50",1981,"0442",0.665242514207786
"51",1981,"0444",-0.390954890305622
"52",1981,"0446",-0.625715689655457
"53",1981,"0470",-1.08346592394374
"54",1981,"0474",-1.40667611688591
"55",1981,"0478",-1.39668797010366
"56",1981,"0484",-1.21557763999021
"57",1981,"0631",-0.988942310426999
"58",1981,"A315",0.326644329016972
"59",1981,"A320",-1.66369423956092
"60",1981,"A432",-0.227622812629525
"61",1981,"A456",-0.262631016308624
"62",1981,"A499",-1.08800015851846
"63",1981,"A617",NA
"64",1981,"A620",NA
"65",1981,"A630",-0.658241370989108
"66",1981,"A680",NA
"67",1981,"A685",NA
"68",1981,"A690",NA
"69",1981,"B484",-1.32811615804086
"70",1981,"C320",-0.833881608519688
"71",1981,"C370",-1.8451472767896
"72",1981,"D320",-1.81878344606248
"73",1981,"G320",-1.21223481283413
"74",1981,"KSHZ06",NA
"75",1981,"KTHA03",NA
"76",1981,"LSIN1",NA
"77",1981,"LSIN9",NA
"78",1981,"N484",-1.39868683140859
"79",1981,"VA12A",NA
"80",1981,"VA41A",NA
"81",1981,"VA42A",NA
"82",1981,"VA45A",NA
"83",1982,"0311",-0.47860569430378
"84",1982,"0317",1.57365824235846
"85",1982,"0321",-1.74390559307742
"86",1982,"0322",-0.0439438914245606
"87",1982,"0430",-1.40417379344268
"88",1982,"0434",0.0102062692956002
"89",1982,"0438",-1.63911251121575
"90",1982,"0440",-1.98853785401716
"91",1982,"0442",1.96746934408333
"92",1982,"0444",-0.631542515109081
"93",1982,"0446",-0.77984462600366
"94",1982,"0470",-1.62354625332875
"95",1982,"0474",-1.74356614386669
"96",1982,"0478",-2.02966816327041
"97",1982,"0484",-1.86040908810214
"98",1982,"0631",-0.687975506494865
"99",1982,"A315",-0.0643930498539592
"100",1982,"A320",-1.61704860667604
"101",1982,"A432",-1.75785175410802
"102",1982,"A456",-1.18723970963187
"103",1982,"A499",-1.25190421031796
"104",1982,"A617",NA
"105",1982,"A620",NA
"106",1982,"A630",-0.923116352919044
"107",1982,"A680",NA
"108",1982,"A685",NA
"109",1982,"A690",NA
"110",1982,"B484",-2.03702433641792
"111",1982,"C320",-1.5305906494558
"112",1982,"C370",0.197678627363048
"113",1982,"D320",-1.71113349674288
"114",1982,"G320",-1.06198164995305
"115",1982,"KSHZ06",NA
"116",1982,"KTHA03",NA
"117",1982,"LSIN1",NA
"118",1982,"LSIN9",NA
"119",1982,"N484",-1.98116731590115
"120",1982,"VA12A",NA
"121",1982,"VA41A",NA
"122",1982,"VA42A",NA
"123",1982,"VA45A",NA
"124",1983,"0311",1.56857883692332
"125",1983,"0317",0.571427122811477
"126",1983,"0321",NA
"127",1983,"0322",-1.95927491929176
"128",1983,"0430",-1.22509478271197
"129",1983,"0434",-1.32153590362004
"130",1983,"0438",NA
"131",1983,"0440",-1.85563899215403
"132",1983,"0442",1.75043153910407
"133",1983,"0444",-0.551346640174595
"134",1983,"0446",-1.61214088228396
"135",1983,"0470",-1.87937377777428
"136",1983,"0474",-2.08045617084746
"137",1983,"0478",-1.85243370918372
"138",1983,"0484",-1.92828608264024
"139",1983,"0631",-1.18958684638175
"140",1983,"A315",-0.611845380273263
"141",1983,"A320",-2.59660689725864
"142",1983,"A432",-1.9049891523271
"143",1983,"A456",-1.92692666429046
"144",1983,"A499",-1.55629744937417
"145",1983,"A617",NA
"146",1983,"A620",NA
"147",1983,"A630",-0.393366389059172
"148",1983,"A680",NA
"149",1983,"A685",NA
"150",1983,"A690",NA
