"","Year","Locator","umhos/cm"
"1033",2005,"0440",178
"1034",2005,"0442",480
"1035",2005,"0444",211
"1036",2005,"0446",178.5
"1037",2005,"0470",174
"1038",2005,"0474",160
"1039",2005,"0478",158.5
"1040",2005,"0484",132.5
"1041",2005,"0631",120.5
"1042",2005,"A315",223.5
"1043",2005,"A320",137
"1044",2005,"A432",188.5
"1045",2005,"A456",203.5
"1046",2005,"A499",230
"1047",2005,"A617",174
"1048",2005,"A620",241.5
"1049",2005,"A630",243
"1050",2005,"A680",172
"1051",2005,"A685",156
"1052",2005,"A690",145.5
"1053",2005,"B484",136
"1054",2005,"C320",138.5
"1055",2005,"C370",310
"1056",2005,"D320",137.5
"1057",2005,"G320",63.6
"1058",2005,"KSHZ06",256.75
"1059",2005,"KTHA03",241.5
"1060",2005,"LSIN1",NA
"1061",2005,"LSIN9",NA
"1062",2005,"N484",150.5
"1063",2005,"VA12A",NA
"1064",2005,"VA41A",NA
"1065",2005,"VA42A",NA
"1066",2005,"VA45A",NA
"1067",2006,"0311",108
"1068",2006,"0317",313
"1069",2006,"0321",119.5
"1070",2006,"0322",151.5
"1071",2006,"0430",197.5
"1072",2006,"0434",223.5
"1073",2006,"0438",72.6
"1074",2006,"0440",162.5
"1075",2006,"0442",450.5
"1076",2006,"0444",203.75
"1077",2006,"0446",188.5
"1078",2006,"0470",187.75
"1079",2006,"0474",159.166666666667
"1080",2006,"0478",148.25
"1081",2006,"0484",129.25
"1082",2006,"0631",112
"1083",2006,"A315",220
"1084",2006,"A320",132
"1085",2006,"A432",197.25
"1086",2006,"A456",201.5
"1087",2006,"A499",232.5
"1088",2006,"A617",153.5
"1089",2006,"A620",225.5
"1090",2006,"A630",202
"1091",2006,"A680",152
"1092",2006,"A685",149.75
"1093",2006,"A690",139
"1094",2006,"B484",138
"1095",2006,"C320",133
"1096",2006,"C370",326
"1097",2006,"D320",135
"1098",2006,"G320",61.9
"1099",2006,"KSHZ06",243
"1100",2006,"KTHA03",245
"1101",2006,"LSIN1",NA
"1102",2006,"LSIN9",NA
"1103",2006,"N484",150
"1104",2006,"VA12A",NA
"1105",2006,"VA41A",NA
"1106",2006,"VA42A",NA
"1107",2006,"VA45A",NA
"1108",2007,"0311",89.4
"1109",2007,"0317",311.5
"1110",2007,"0321",112.833333333333
"1111",2007,"0322",139.75
"1112",2007,"0430",199
"1113",2007,"0434",205
"1114",2007,"0438",71.5
"1115",2007,"0440",160
"1116",2007,"0442",491.25
"1117",2007,"0444",188
"1118",2007,"0446",193
"1119",2007,"0470",187
"1120",2007,"0474",170.25
"1121",2007,"0478",148
"1122",2007,"0484",123.5
"1123",2007,"0631",109.75
"1124",2007,"A315",211.5
"1125",2007,"A320",126.5
"1126",2007,"A432",202.5
"1127",2007,"A456",196.25
"1128",2007,"A499",233.25
"1129",2007,"A617",148.25
"1130",2007,"A620",195.5
"1131",2007,"A630",191.5
"1132",2007,"A680",142
"1133",2007,"A685",154.166666666667
"1134",2007,"A690",116
"1135",2007,"B484",121
"1136",2007,"C320",126
"1137",2007,"C370",306
"1138",2007,"D320",128.5
"1139",2007,"G320",61.15
"1140",2007,"KSHZ06",250.5
"1141",2007,"KTHA03",242.5
"1142",2007,"LSIN1",213
"1143",2007,"LSIN9",103
"1144",2007,"N484",133.5
"1145",2007,"VA12A",145
"1146",2007,"VA41A",123
"1147",2007,"VA42A",121
"1148",2007,"VA45A",90.2
"1149",2008,"0311",85.8
"1150",2008,"0317",262.75
"1151",2008,"0321",122
"1152",2008,"0322",146
"1153",2008,"0430",206.5
"1154",2008,"0434",220
"1155",2008,"0438",67.825
"1156",2008,"0440",151.55
"1157",2008,"0442",409
"1158",2008,"0444",210
"1159",2008,"0446",182
"1160",2008,"0470",190.5
"1161",2008,"0474",172
"1162",2008,"0478",150
"1163",2008,"0484",128.5
"1164",2008,"0631",108
"1165",2008,"A315",222.5
"1166",2008,"A320",135.25
"1167",2008,"A432",212.666666666667
"1168",2008,"A456",200.5
"1169",2008,"A499",226.5
"1170",2008,"A617",153.325
"1171",2008,"A620",201.666666666667
"1172",2008,"A630",188
"1173",2008,"A680",140.5
"1174",2008,"A685",155
"1175",2008,"A690",141
"1176",2008,"B484",138.75
"1177",2008,"C320",134
"1178",2008,"C370",303
"1179",2008,"D320",131
"1180",2008,"G320",62.35
"1181",2008,"KSHZ06",259
"1182",2008,"KTHA03",246
"1183",2008,"LSIN1",256
"1184",2008,"LSIN9",116
"1185",2008,"N484",142.5
"1186",2008,"VA12A",176.5
"1187",2008,"VA41A",143.5
"1188",2008,"VA42A",136.5
"1189",2008,"VA45A",117
"1190",2009,"0311",NA
"1191",2009,"0317",228
"1192",2009,"0321",NA
"1193",2009,"0322",143
"1194",2009,"0430",202.75
"1195",2009,"0434",211.75
"1196",2009,"0438",69.4
"1197",2009,"0440",157.5
"1198",2009,"0442",NA
"1199",2009,"0444",NA
"1200",2009,"0446",183
"1201",2009,"0470",190.5
"1202",2009,"0474",177
"1203",2009,"0478",156.75
"1204",2009,"0484",130.5
"1205",2009,"0631",114.25
"1206",2009,"A315",NA
"1207",2009,"A320",136
"1208",2009,"A432",NA
"1209",2009,"A456",NA
"1210",2009,"A499",NA
"1211",2009,"A617",NA
"1212",2009,"A620",NA
"1213",2009,"A630",NA
"1214",2009,"A680",154
"1215",2009,"A685",NA
"1216",2009,"A690",NA
"1217",2009,"B484",NA
"1218",2009,"C320",NA
"1219",2009,"C370",NA
"1220",2009,"D320",132
"1221",2009,"G320",NA
"1222",2009,"KSHZ06",237.5
"1223",2009,"KTHA03",NA
"1224",2009,"LSIN1",199
"1225",2009,"LSIN9",113
"1226",2009,"N484",NA
"1227",2009,"VA12A",176
"1228",2009,"VA41A",136
"1229",2009,"VA42A",152
"1230",2009,"VA45A",115
"1231",2010,"0311",NA
"1232",2010,"0317",233.25
"1233",2010,"0321",NA
"1234",2010,"0322",144.25
"1235",2010,"0430",199
"1236",2010,"0434",209.5
"1237",2010,"0438",68.675
"1238",2010,"0440",146.25
"1239",2010,"0442",NA
"1240",2010,"0444",NA
"1241",2010,"0446",181
"1242",2010,"0470",169.5
"1243",2010,"0474",157.5
"1244",2010,"0478",142
"1245",2010,"0484",119.25
"1246",2010,"0631",106.625
"1247",2010,"A315",NA
"1248",2010,"A320",131
"1249",2010,"A432",NA
"1250",2010,"A456",NA
"1251",2010,"A499",NA
"1252",2010,"A617",NA
"1253",2010,"A620",NA
"1254",2010,"A630",NA
"1255",2010,"A680",107.025
"1256",2010,"A685",NA
"1257",2010,"A690",NA
"1258",2010,"B484",NA
"1259",2010,"C320",NA
"1260",2010,"C370",NA
"1261",2010,"D320",124
"1262",2010,"G320",NA
"1263",2010,"KSHZ06",250.5
"1264",2010,"KTHA03",NA
"1265",2010,"LSIN1",248
"1266",2010,"LSIN9",124
"1267",2010,"N484",NA
"1268",2010,"VA12A",152.5
"1269",2010,"VA41A",135
"1270",2010,"VA42A",132
"1271",2010,"VA45A",92.85
"1272",2011,"0311",NA
"1273",2011,"0317",301
"1274",2011,"0321",NA
"1275",2011,"0322",139
"1276",2011,"0430",219.5
"1277",2011,"0434",236
"1278",2011,"0438",58.7
"1279",2011,"0440",141.333333333333
"1280",2011,"0442",NA
"1281",2011,"0444",NA
"1282",2011,"0446",194
"1283",2011,"0470",183
"1284",2011,"0474",168
"1285",2011,"0478",150
"1286",2011,"0484",120
"1287",2011,"0631",100.65
"1288",2011,"A315",NA
"1289",2011,"A320",129.5
"1290",2011,"A432",NA
"1291",2011,"A456",NA
"1292",2011,"A499",NA
"1293",2011,"A617",NA
"1294",2011,"A620",NA
"1295",2011,"A630",NA
"1296",2011,"A680",124
"1297",2011,"A685",NA
"1298",2011,"A690",NA
"1299",2011,"B484",NA
"1300",2011,"C320",NA
"1301",2011,"C370",NA
"1302",2011,"D320",124.75
"1303",2011,"G320",NA
"1304",2011,"KSHZ06",251
"1305",2011,"KTHA03",NA
"1306",2011,"LSIN1",225
"1307",2011,"LSIN9",119
"1308",2011,"N484",NA
"1309",2011,"VA12A",140
"1310",2011,"VA41A",126
"1311",2011,"VA42A",122.5
"1312",2011,"VA45A",100.6
"1313",2012,"0311",NA
"1314",2012,"0317",278.5
"1315",2012,"0321",NA
"1316",2012,"0322",137
"1317",2012,"0430",224.5
"1318",2012,"0434",226.5
"1319",2012,"0438",56.65
"1320",2012,"0440",159.666666666667
"1321",2012,"0442",NA
"1322",2012,"0444",NA
"1323",2012,"0446",190
"1324",2012,"0470",180
"1325",2012,"0474",166
"1326",2012,"0478",157
"1327",2012,"0484",130
"1328",2012,"0631",103.5
"1329",2012,"A315",NA
"1330",2012,"A320",125.5
"1331",2012,"A432",NA
"1332",2012,"A456",NA
"1333",2012,"A499",NA
"1334",2012,"A617",NA
"1335",2012,"A620",NA
"1336",2012,"A630",NA
"1337",2012,"A680",155
"1338",2012,"A685",NA
"1339",2012,"A690",NA
"1340",2012,"B484",NA
"1341",2012,"C320",NA
"1342",2012,"C370",NA
"1343",2012,"D320",121.5
"1344",2012,"G320",NA
"1345",2012,"KSHZ06",256
"1346",2012,"KTHA03",NA
"1347",2012,"LSIN1",234
"1348",2012,"LSIN9",112
"1349",2012,"N484",NA
"1350",2012,"VA12A",157
"1351",2012,"VA41A",133
"1352",2012,"VA42A",134.5
"1353",2012,"VA45A",112.5
"1354",2013,"0311",NA
"1355",2013,"0317",295
"1356",2013,"0321",119
"1357",2013,"0322",136
"1358",2013,"0430",213
"1359",2013,"0434",223.5
"1360",2013,"0438",56.2
"1361",2013,"0440",150.5
"1362",2013,"0442",468
"1363",2013,"0444",215.5
"1364",2013,"0446",194
"1365",2013,"0470",178
"1366",2013,"0474",169
"1367",2013,"0478",150
"1368",2013,"0484",121.5
"1369",2013,"0631",97.7
"1370",2013,"A315",238
"1371",2013,"A320",123
"1372",2013,"A432",200
"1373",2013,"A456",210.5
"1374",2013,"A499",NA
"1375",2013,"A617",154
"1376",2013,"A620",240.5
"1377",2013,"A630",200
"1378",2013,"A680",134.5
"1379",2013,"A685",162
"1380",2013,"A690",NA
"1381",2013,"B484",130.5
"1382",2013,"C320",125.5
"1383",2013,"C370",299
"1384",2013,"D320",117
"1385",2013,"G320",53.05
"1386",2013,"KSHZ06",248.5
"1387",2013,"KTHA03",236
"1388",2013,"LSIN1",228
"1389",2013,"LSIN9",115
"1390",2013,"N484",141
"1391",2013,"VA12A",NA
"1392",2013,"VA41A",NA
"1393",2013,"VA42A",144
"1394",2013,"VA45A",NA
"1395",2014,"0311",NA
"1396",2014,"0317",270.5
"1397",2014,"0321",117
"1398",2014,"0322",139.5
"1399",2014,"0430",220.5
"1400",2014,"0434",229
"1401",2014,"0438",59.9
"1402",2014,"0440",145.5
"1403",2014,"0442",382
"1404",2014,"0444",212
"1405",2014,"0446",190.5
"1406",2014,"0470",176.5
"1407",2014,"0474",160.5
"1408",2014,"0478",153.5
"1409",2014,"0484",127
"1410",2014,"0631",101.35
"1411",2014,"A315",190
"1412",2014,"A320",124
"1413",2014,"A432",194.5
"1414",2014,"A456",201.5
"1415",2014,"A499",NA
"1416",2014,"A617",152.5
"1417",2014,"A620",231.5
"1418",2014,"A630",176
"1419",2014,"A680",144.5
"1420",2014,"A685",157.5
"1421",2014,"A690",NA
"1422",2014,"B484",134.5
"1423",2014,"C320",123
"1424",2014,"C370",265
"1425",2014,"D320",119.5
"1426",2014,"G320",56.2
"1427",2014,"KSHZ06",249
"1428",2014,"KTHA03",235.5
"1429",2014,"LSIN1",238.5
"1430",2014,"LSIN9",114
"1431",2014,"N484",138.5
"1432",2014,"VA12A",NA
"1433",2014,"VA41A",NA
"1434",2014,"VA42A",140.5
"1435",2014,"VA45A",NA
"1436",2015,"0311",115
"1437",2015,"0317",272.5
"1438",2015,"0321",126
"1439",2015,"0322",140.5
"1440",2015,"0430",217
"1441",2015,"0434",221.5
"1442",2015,"0438",71.6
"1443",2015,"0440",148.5
"1444",2015,"0442",345.5
"1445",2015,"0444",210.5
"1446",2015,"0446",193.5
"1447",2015,"0470",178.5
"1448",2015,"0474",166.5
"1449",2015,"0478",153.5
"1450",2015,"0484",127.5
"1451",2015,"0631",114
"1452",2015,"A315",192.5
"1453",2015,"A320",130
"1454",2015,"A432",204.5
"1455",2015,"A456",203.5
"1456",2015,"A499",231.5
"1457",2015,"A617",152
"1458",2015,"A620",239
"1459",2015,"A630",182.5
"1460",2015,"A680",149.5
"1461",2015,"A685",160
"1462",2015,"A690",139.5
"1463",2015,"B484",134
"1464",2015,"C320",124.5
"1465",2015,"C370",290.5
"1466",2015,"D320",127.5
"1467",2015,"G320",59.4
"1468",2015,"KSHZ06",250
"1469",2015,"KTHA03",239.5
"1470",2015,"LSIN1",257
"1471",2015,"LSIN9",107
"1472",2015,"N484",140.666666666667
"1473",2015,"VA12A",172.5
"1474",2015,"VA41A",138.5
"1475",2015,"VA42A",146.5
"1476",2015,"VA45A",109
"1477",2016,"0311",107.5
"1478",2016,"0317",236.5
"1479",2016,"0321",128.5
"1480",2016,"0322",143
"1481",2016,"0430",201
"1482",2016,"0434",208
"1483",2016,"0438",69.8
"1484",2016,"0440",170.5
"1485",2016,"0442",403
"1486",2016,"0444",221
"1487",2016,"0446",175
"1488",2016,"0470",181
"1489",2016,"0474",181
"1490",2016,"0478",161
"1491",2016,"0484",138.5
"1492",2016,"0631",121
"1493",2016,"A315",187.5
"1494",2016,"A320",134
"1495",2016,"A432",191.5
"1496",2016,"A456",190
"1497",2016,"A499",238.5
"1498",2016,"A617",162.5
"1499",2016,"A620",231
"1500",2016,"A630",223
"1501",2016,"A680",162.5
"1502",2016,"A685",173.5
"1503",2016,"A690",153
"1504",2016,"B484",144
"1505",2016,"C320",114.5
"1506",2016,"C370",278
"1507",2016,"D320",126
"1508",2016,"G320",58.9
"1509",2016,"KSHZ06",253.5
"1510",2016,"KTHA03",240
"1511",2016,"LSIN1",297.25
"1512",2016,"LSIN9",104
"1513",2016,"N484",147
"1514",2016,"VA12A",179.5
"1515",2016,"VA41A",134
"1516",2016,"VA42A",151
"1517",2016,"VA45A",117
"1518",2017,"0311",109
"1519",2017,"0317",259
"1520",2017,"0321",122.5
"1521",2017,"0322",144.5
"1522",2017,"0430",211.5
"1523",2017,"0434",241.5
"1524",2017,"0438",70
"1525",2017,"0440",151
"1526",2017,"0442",347
"1527",2017,"0444",212.5
"1528",2017,"0446",198
"1529",2017,"0470",179
"1530",2017,"0474",164
"1531",2017,"0478",154.5
"1532",2017,"0484",117.5
"1533",2017,"0631",110.05
"1534",2017,"A315",209.5
"1535",2017,"A320",125
"1536",2017,"A432",188
"1537",2017,"A456",194
"1538",2017,"A499",240
"1539",2017,"A617",163.5
"1540",2017,"A620",221.5
"1541",2017,"A630",206.5
"1542",2017,"A680",93.95
"1543",2017,"A685",141.5
"1544",2017,"A690",117
"1545",2017,"B484",119
"1546",2017,"C320",124.5
"1547",2017,"C370",301
"1548",2017,"D320",123.5
"1549",2017,"G320",57.6
"1550",2017,"KSHZ06",255
"1551",2017,"KTHA03",239
"1552",2017,"LSIN1",240
"1553",2017,"LSIN9",108
"1554",2017,"N484",122
"1555",2017,"VA12A",142
"1556",2017,"VA41A",120.5
"1557",2017,"VA42A",120
"1558",2017,"VA45A",87.15
"1559",2018,"0311",95.3
"1560",2018,"0317",262.5
"1561",2018,"0321",128.5
"1562",2018,"0322",137
"1563",2018,"0430",203.5
"1564",2018,"0434",230.5
"1565",2018,"0438",68.65
"1566",2018,"0440",162
"1567",2018,"0442",472
"1568",2018,"0444",225
"1569",2018,"0446",187.5
"1570",2018,"0470",179.5
"1571",2018,"0474",168
"1572",2018,"0478",164.5
"1573",2018,"0484",134
"1574",2018,"0631",116.5
"1575",2018,"A315",212.5
"1576",2018,"A320",124
"1577",2018,"A432",200.5
"1578",2018,"A456",180.5
"1579",2018,"A499",237.5
"1580",2018,"A617",168
"1581",2018,"A620",234
"1582",2018,"A630",205.5
"1583",2018,"A680",148.5
"1584",2018,"A685",159.5
"1585",2018,"A690",150
"1586",2018,"B484",141
"1587",2018,"C320",120
"1588",2018,"C370",278
"1589",2018,"D320",124.5
"1590",2018,"G320",59.55
"1591",2018,"KSHZ06",246.5
"1592",2018,"KTHA03",239.5
"1593",2018,"LSIN1",259
"1594",2018,"LSIN9",106
"1595",2018,"N484",142
"1596",2018,"VA12A",167
"1597",2018,"VA41A",126
"1598",2018,"VA42A",136.75
"1599",2018,"VA45A",103.5
"1600",2019,"0311",114.5
"1601",2019,"0317",213.25
"1602",2019,"0321",140
"1603",2019,"0322",139
"1604",2019,"0430",217.5
"1605",2019,"0434",224.5
"1606",2019,"0438",72.6
"1607",2019,"0440",171.5
"1608",2019,"0442",361
"1609",2019,"0444",196
"1610",2019,"0446",200
"1611",2019,"0470",203
"1612",2019,"0474",178.5
"1613",2019,"0478",156.5
"1614",2019,"0484",136
"1615",2019,"0631",120
"1616",2019,"A315",220
"1617",2019,"A320",128
"1618",2019,"A432",201
"1619",2019,"A456",204.5
"1620",2019,"A499",239.5
"1621",2019,"A617",176.5
"1622",2019,"A620",198
"1623",2019,"A630",187.5
"1624",2019,"A680",178
"1625",2019,"A685",184.5
"1626",2019,"A690",151
"1627",2019,"B484",160
"1628",2019,"C320",123
"1629",2019,"C370",278
"1630",2019,"D320",128.5
"1631",2019,"G320",61.7
"1632",2019,"KSHZ06",253
"1633",2019,"KTHA03",240.5
"1634",2019,"LSIN1",288
"1635",2019,"LSIN9",114.5
"1636",2019,"N484",149
"1637",2019,"VA12A",183
"1638",2019,"VA41A",139
"1639",2019,"VA42A",151.5
"1640",2019,"VA45A",115.5
"1641",2020,"0311",94.5
"1642",2020,"0317",259
"1643",2020,"0321",132
"1644",2020,"0322",137
"1645",2020,"0430",227
"1646",2020,"0434",237
"1647",2020,"0438",68.1
"1648",2020,"0440",175
"1649",2020,"0442",439
"1650",2020,"0444",217
"1651",2020,"0446",202
"1652",2020,"0470",191
"1653",2020,"0474",186
"1654",2020,"0478",165
"1655",2020,"0484",140
"1656",2020,"0631",112
"1657",2020,"A315",216
"1658",2020,"A320",135
"1659",2020,"A432",215
"1660",2020,"A456",209
"1661",2020,"A499",245
"1662",2020,"A617",177
"1663",2020,"A620",260
"1664",2020,"A630",212
"1665",2020,"A680",167
"1666",2020,"A685",178
"1667",2020,"A690",163
"1668",2020,"B484",147
"1669",2020,"C320",127
"1670",2020,"C370",288
"1671",2020,"D320",139
"1672",2020,"G320",60.7
"1673",2020,"KSHZ06",256
"1674",2020,"KTHA03",243
"1675",2020,"LSIN1",320
"1676",2020,"LSIN9",113
"1677",2020,"N484",149
"1678",2020,"VA12A",191
"1679",2020,"VA41A",144
"1680",2020,"VA42A",159
"1681",2020,"VA45A",141
"1682",2021,"0311",91.35
"1683",2021,"0317",289
"1684",2021,"0321",138
"1685",2021,"0322",133
"1686",2021,"0430",229.5
"1687",2021,"0434",245.5
"1688",2021,"0438",66
"1689",2021,"0440",174.5
"1690",2021,"0442",436
"1691",2021,"0444",214.5
"1692",2021,"0446",202
"1693",2021,"0470",189.5
"1694",2021,"0474",175
"1695",2021,"0478",161.5
"1696",2021,"0484",NA
"1697",2021,"0631",113
"1698",2021,"A315",207.5
"1699",2021,"A320",134
"1700",2021,"A432",216.5
"1701",2021,"A456",205.5
"1702",2021,"A499",242.5
"1703",2021,"A617",173.5
"1704",2021,"A620",226.5
"1705",2021,"A630",207.25
"1706",2021,"A680",170
"1707",2021,"A685",177
"1708",2021,"A690",158.5
"1709",2021,"B484",141.5
"1710",2021,"C320",130.5
"1711",2021,"C370",289.5
"1712",2021,"D320",135.5
"1713",2021,"G320",59.05
"1714",2021,"KSHZ06",262
"1715",2021,"KTHA03",241
"1716",2021,"LSIN1",295.5
"1717",2021,"LSIN9",111.5
"1718",2021,"N484",144
"1719",2021,"VA12A",179.5
"1720",2021,"VA41A",136
"1721",2021,"VA42A",151.5
"1722",2021,"VA45A",116.5
"1723",2022,"0311",85.05
"1724",2022,"0317",242
"1725",2022,"0321",128.5
"1726",2022,"0322",132
"1727",2022,"0430",214
"1728",2022,"0434",232.5
"1729",2022,"0438",59.4
"1730",2022,"0440",139
"1731",2022,"0442",325.5
"1732",2022,"0444",190.5
"1733",2022,"0446",197.5
"1734",2022,"0470",174.5
"1735",2022,"0474",166
"1736",2022,"0478",148.5
"1737",2022,"0484",NA
"1738",2022,"0631",93.15
"1739",2022,"A315",187
"1740",2022,"A320",123
"1741",2022,"A432",207.5
"1742",2022,"A456",204.5
"1743",2022,"A499",241.5
"1744",2022,"A617",149.5
"1745",2022,"A620",214.5
"1746",2022,"A630",166
"1747",2022,"A680",88.6
"1748",2022,"A685",147
"1749",2022,"A690",119.5
"1750",2022,"B484",118.5
"1751",2022,"C320",127.5
"1752",2022,"C370",296.5
"1753",2022,"D320",126
"1754",2022,"G320",58.95
"1755",2022,"KSHZ06",253
"1756",2022,"KTHA03",236.5
"1757",2022,"LSIN1",245
"1758",2022,"LSIN9",110.25
"1759",2022,"N484",127.5
"1760",2022,"VA12A",150.5
"1761",2022,"VA41A",116.5
"1762",2022,"VA42A",128
"1763",2022,"VA45A",76.75
